?û³Æ	ItemGenre	DetailType	¶¯»­ÎÄ¼??û	¶ÔÓ¦Îï¼?Ë÷??	¿í¶È	¸ß¶È	Ëµ?÷ÎÄ×Ö	ParticularType	ÎïÆ·×î´óµ?·ÅÖµ
M¶nh Minh ¶o Tµ S¸t §éc NhËn (5/9) 	4	652	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Minh ¶o Tµ S¸t §éc NhËn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Minh ¶o Tµ S¸t §éc NhËn (6/9) 	4	653	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Minh ¶o Tµ S¸t §éc NhËn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Minh ¶o Tµ S¸t §éc NhËn (7/9) 	4	654	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Minh ¶o Tµ S¸t §éc NhËn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Minh ¶o Tµ S¸t §éc NhËn (8/9) 	4	655	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Minh ¶o Tµ S¸t §éc NhËn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Minh ¶o Tµ S¸t §éc NhËn (9/9) 	4	656	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Minh ¶o Tµ S¸t §éc NhËn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Hoa V? M¹n Thiªn (1/9) 	4	657	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Quang Hoa V? M·n Thiªn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Hoa V? M¹n Thiªn (2/9) 	4	658	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Quang Hoa V? M·n Thiªn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Hoa V? M¹n Thiªn (3/9) 	4	659	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Quang Hoa V? M·n Thiªn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Hoa V? M¹n Thiªn (4/9) 	4	660	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Quang Hoa V? M·n Thiªn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Hoa V? M¹n Thiªn (5/9) 	4	661	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Quang Hoa V? M·n Thiªn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Hoa V? M¹n Thiªn (6/9) 	4	662	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Quang Hoa V? M·n Thiªn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Hoa V? M¹n Thiªn (7/9) 	4	663	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Quang Hoa V? M·n Thiªn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Hoa V? M¹n Thiªn (8/9) 	4	664	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Quang Hoa V? M·n Thiªn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Hoa V? M¹n Thiªn (9/9) 	4	665	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Quang Hoa V? M·n Thiªn. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Phi Tinh §o¹t Hån (1/9) 	4	666	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Phi Tinh §o¹t Hån. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Phi Tinh §o¹t Hån (2/9) 	4	667	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Phi Tinh §o¹t Hån. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Phi Tinh §o¹t Hån (3/9) 	4	668	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Phi Tinh §o¹t Hån. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Phi Tinh §o¹t Hån (4/9) 	4	669	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Phi Tinh §o¹t Hån. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Phi Tinh §o¹t Hån (5/9) 	4	670	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Phi Tinh §o¹t Hån. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Phi Tinh §o¹t Hån (6/9) 	4	671	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Phi Tinh §o¹t Hån. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Phi Tinh §o¹t Hån (7/9) 	4	672	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Phi Tinh §o¹t Hån. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Phi Tinh §o¹t Hån (8/9) 	4	673	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Phi Tinh §o¹t Hån. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Phi Tinh §o¹t Hån (9/9) 	4	674	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Phi Tinh §o¹t Hån. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc Ngäc Tr­îng (1/9) 	4	675	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Lôc Ngäc Tr­îng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc Ngäc Tr­îng (2/9) 	4	676	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Lôc Ngäc Tr­îng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc Ngäc Tr­îng (3/9) 	4	677	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Lôc Ngäc Tr­îng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc Ngäc Tr­îng (4/9) 	4	678	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Lôc Ngäc Tr­îng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc Ngäc Tr­îng (5/9) 	4	679	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Lôc Ngäc Tr­îng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc Ngäc Tr­îng (6/9) 	4	680	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Lôc Ngäc Tr­îng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc Ngäc Tr­îng (7/9) 	4	681	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Lôc Ngäc Tr­îng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc Ngäc Tr­îng (8/9) 	4	682	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Lôc Ngäc Tr­îng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc Ngäc Tr­îng (9/9) 	4	683	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Lôc Ngäc Tr­îng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh U Minh Th­¬ng (1/9) 	4	684	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t Quû Cèc U Minh Th­¬ng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh U Minh Th­¬ng (2/9) 	4	685	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t Quû Cèc U Minh Th­¬ng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh U Minh Th­¬ng (3/9) 	4	686	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t Quû Cèc U Minh Th­¬ng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh U Minh Th­¬ng (4/9) 	4	687	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t Quû Cèc U Minh Th­¬ng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh U Minh Th­¬ng (5/9) 	4	688	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t Quû Cèc U Minh Th­¬ng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh U Minh Th­¬ng (6/9) 	4	689	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t Quû Cèc U Minh Th­¬ng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh U Minh Th­¬ng (7/9) 	4	690	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t Quû Cèc U Minh Th­¬ng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh U Minh Th­¬ng (8/9) 	4	691	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t Quû Cèc U Minh Th­¬ng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh U Minh Th­¬ng (9/9) 	4	692	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t Quû Cèc U Minh Th­¬ng. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Ch©n V? Ki?m (1/9) 	4	693	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Ch©n V? Ki?m. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Ch©n V? Ki?m (2/9) 	4	694	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Ch©n V? Ki?m. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Ch©n V? Ki?m (3/9) 	4	695	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Ch©n V? Ki?m. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Ch©n V? Ki?m (4/9) 	4	696	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Ch©n V? Ki?m. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Ch©n V? Ki?m (5/9) 	4	697	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Ch©n V? Ki?m. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Ch©n V? Ki?m (6/9) 	4	698	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Ch©n V? Ki?m. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Ch©n V? Ki?m (7/9) 	4	699	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Ch©n V? Ki?m. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Ch©n V? Ki?m (8/9) 	4	700	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Ch©n V? Ki?m. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Ch©n V? Ki?m (9/9) 	4	701	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Ch©n V? Ki?m. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Thiªn Niªn Hµn Thi?t (1/9) 	4	702	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thiªn Niªn Hµn Thi?t. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Thiªn Niªn Hµn Thi?t (2/9) 	4	703	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thiªn Niªn Hµn Thi?t. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Thiªn Niªn Hµn Thi?t (3/9) 	4	704	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thiªn Niªn Hµn Thi?t. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Thiªn Niªn Hµn Thi?t (4/9) 	4	705	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thiªn Niªn Hµn Thi?t. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Thiªn Niªn Hµn Thi?t (5/9) 	4	706	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thiªn Niªn Hµn Thi?t. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Thiªn Niªn Hµn Thi?t (6/9) 	4	707	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thiªn Niªn Hµn Thi?t. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Thiªn Niªn Hµn Thi?t (7/9) 	4	708	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thiªn Niªn Hµn Thi?t. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Thiªn Niªn Hµn Thi?t (8/9) 	4	709	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thiªn Niªn Hµn Thi?t. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Thiªn Niªn Hµn Thi?t (9/9) 	4	710	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thiªn Niªn Hµn Thi?t. ChØ cÇn thu thËp ®ñ bé 9 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Tr?ch Tinh hoµn (1/6) 	4	711	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Tr?ch Tinh Hoµn. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Tr?ch Tinh hoµn (2/6) 	4	712	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Tr?ch Tinh Hoµn. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Tr?ch Tinh hoµn (3/6) 	4	713	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Tr?ch Tinh Hoµn. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Tr?ch Tinh hoµn (4/6) 	4	714	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Tr?ch Tinh Hoµn. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Tr?ch Tinh hoµn (5/6) 	4	715	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Tr?ch Tinh Hoµn. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Tr?ch Tinh hoµn (6/6) 	4	716	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Tr?ch Tinh Hoµn. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh §­êng Nghª gi¸p (1/6) 	4	717	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang §­êng Nghª Gi¸p. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh §­êng Nghª gi¸p (2/6) 	4	718	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang §­êng Nghª Gi¸p. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh §­êng Nghª gi¸p (3/6) 	4	719	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang §­êng Nghª Gi¸p. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh §­êng Nghª gi¸p (4/6) 	4	720	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang §­êng Nghª Gi¸p. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh §­êng Nghª gi¸p (5/6) 	4	721	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang §­êng Nghª Gi¸p. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh §­êng Nghª gi¸p (6/6) 	4	722	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang §­êng Nghª Gi¸p. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc PhØ Thóy Hé Th©n phï (1/6) 	4	723	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Lôc PhØ Thu? Hé Th©n Phï. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc PhØ Thóy Hé Th©n phï (2/6) 	4	724	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Lôc PhØ Thu? Hé Th©n Phï. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc PhØ Thóy Hé Th©n phï (3/6) 	4	725	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Lôc PhØ Thu? Hé Th©n Phï. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc PhØ Thóy Hé Th©n phï (4/6) 	4	726	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Lôc PhØ Thu? Hé Th©n Phï. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc PhØ Thóy Hé Th©n phï (5/6) 	4	727	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Lôc PhØ Thu? Hé Th©n Phï. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Lôc PhØ Thóy Hé Th©n phï (6/6) 	4	728	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Lôc PhØ Thu? Hé Th©n Phï. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh B¹ch Kim yªu ®¸i (1/6) 	4	729	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang B¹ch Kim Yªu §¸i. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh B¹ch Kim yªu ®¸i (2/6) 	4	730	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang B¹ch Kim Yªu §¸i. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh B¹ch Kim yªu ®¸i (3/6) 	4	731	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang B¹ch Kim Yªu §¸i. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh B¹ch Kim yªu ®¸i (4/6) 	4	732	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang B¹ch Kim Yªu §¸i. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh B¹ch Kim yªu ®¸i (5/6) 	4	733	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang B¹ch Kim Yªu §¸i. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh B¹ch Kim yªu ®¸i (6/6) 	4	734	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang B¹ch Kim Yªu §¸i. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
M¶nh Thiªn Tµm Hé UyÓn (1/6) 	4	735	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Kim Quang Thiªn T»m Hé UyÓn. ChØ cÇn thu thËp ®ñ bé 6 m¶nh, mang ®?n thî r?n thÇn b? L©m An ®Ó hîp thµnh m?n trang b? nµy."	1	100
