道具名称	道具品质	道具ID	道具种类	具体类别	详细类别	白金等级	等级	魔法属性ID1	参数1	魔法1起始值1	魔法1结束值1	魔法1价值1	魔法1起始值2	魔法1结束值2	魔法1价值2	 魔法1起始值3 	 魔法1结束值3 	魔法1价值3	 魔法1起始值4 	 魔法1结束值4 	魔法1价值4	 魔法1起始值5	 魔法1结束值5	魔法1价值5	魔法属性ID2	参数2	魔法2起始值1	魔法2结束值1	魔法2价值1	魔法2起始值2	魔法2结束值2	魔法2价值2	 魔法2起始值3 	 魔法2结束值3 	魔法2价值3	魔法2起始值4	魔法2结束值4	魔法2价值4	 魔法2起始值5	 魔法2结束值5	魔法2价值5	魔法属性ID3	参数3	魔法3起始值1	魔法3结束值1	魔法3价值1	魔法3起始值2	魔法3结束值2	魔法3价值2	魔法3起始值3	魔法3结束值3	魔法3价值3	魔法3起始值4	魔法3结束值4	魔法3价值4	 魔法3起始值5	 魔法3结束值5	魔法3价值5	魔法属性ID4	参数4	魔法4起始值1	魔法4结束值1	魔法4价值1	魔法4起始值2	魔法4结束值2	魔法4价值2	魔法4起始值3	魔法4结束值3	魔法4价值3	魔法4起始值4	魔法4结束值4	魔法4价值4	 魔法4起始值5	 魔法4结束值5	魔法4价值5	保底	11
[极品的]洞察之白金锈凤戒	1	496	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1923	1923
[极品的]洞察之翡翠玉项圈	1	497	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1923	1923
兴邦之戒	1	508	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5194000	5194000
镇岳之戒	1	509	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2058000	2058000
尚方之戒	1	510	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2058000	2058000
山河之戒	4	511	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5488000	5488000
[完美的]荣耀之衣	1	512	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	784000	784000
[完美的]精准之靴	1	513	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	784000	784000
金钱镖	0	-1	0	1	0	-1	1	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
少林枣仁镖	0	-1	0	1	0	-1	2	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
燕子镖	0	-1	0	1	0	-1	3	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
十字镖	0	-1	0	1	0	-1	4	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
柳叶镖	0	-1	0	1	0	-1	5	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
飞蝗镖	0	-1	0	1	0	-1	6	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
少林亮银飞镖	0	-1	0	1	0	-1	7	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
蝴蝶镖	0	-1	0	1	0	-1	8	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
金镖	0	-1	0	1	0	-1	9	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
霸王镖	0	-1	0	1	0	-1	10	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
飞刀	0	-1	0	1	1	-1	1	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
钢飞刀	0	-1	0	1	1	-1	2	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
柳叶刀	0	-1	0	1	1	-1	3	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
雁尾刀	0	-1	0	1	1	-1	4	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
带衣刀	0	-1	0	1	1	-1	5	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
桃花刀	0	-1	0	1	1	-1	6	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
光杆刀	0	-1	0	1	1	-1	7	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
心意刀	0	-1	0	1	1	-1	8	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
毒机刀	0	-1	0	1	1	-1	9	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
碎月刀	0	-1	0	1	1	-1	10	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
袖箭	0	-1	0	1	2	-1	1	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
足底针	0	-1	0	1	2	-1	2	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
精装袖箭	0	-1	0	1	2	-1	3	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
青峰钉	0	-1	0	1	2	-1	4	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
背装弩	0	-1	0	1	2	-1	5	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
含沙射影	0	-1	0	1	2	-1	6	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
破甲弩	0	-1	0	1	2	-1	7	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
暴雨梨花针	0	-1	0	1	2	-1	8	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
诸葛弩	0	-1	0	1	2	-1	9	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
孔雀翎	0	-1	0	1	2	-1	10	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
铁匕首	0	-1	0	0	0	-1	1	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
钢剑	0	-1	0	0	0	-1	2	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
青峰剑	0	-1	0	0	0	-1	3	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
龙泉剑	0	-1	0	0	0	-1	4	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
斩马剑	0	-1	0	0	0	-1	5	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
乌金剑	0	-1	0	0	0	-1	6	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
齿铗	0	-1	0	0	0	-1	7	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
七尺剑	0	-1	0	0	0	-1	8	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
万仞剑	0	-1	0	0	0	-1	9	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
玄铁剑	0	-1	0	0	0	-1	10	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
腰刀	0	-1	0	0	1	-1	1	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
单刀	0	-1	0	0	1	-1	2	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
鬼头刀	0	-1	0	0	1	-1	3	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
雁翎刀	0	-1	0	0	1	-1	4	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
月牙刀	0	-1	0	0	1	-1	5	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
破风刀	0	-1	0	0	1	-1	6	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
滚珠宝刀	0	-1	0	0	1	-1	7	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
偃月刀	0	-1	0	0	1	-1	8	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
青龙刀	0	-1	0	0	1	-1	9	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
大风刀	0	-1	0	0	1	-1	10	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
烧火棍	0	-1	0	0	2	-1	1	139	0	1	1	5000000	2	2	24000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	100	150	500000	151	200	2000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.8	9.8
