Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
MÆt n¹ - Hµn Th­¬ng	0	11	373	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		63	63													44	1440	1440															
MÆt n¹ - B«n L«i	0	11	374	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		94	94													44	1440	1440															
MÆt n¹ - §éc Bé 	0	11	375	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		109	109													44	1440	1440															
MÆt n¹ - Gi¸ng Chïy	0	11	376	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		113	113													44	1440	1440															
MÆt n¹ - Xİch Ch­ëng	0	11	377	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		134	134													44	1440	1440															
MÆt n¹ - Lang Bæng	0	11	378	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		157	157													44	1440	1440															
MÆt n¹ - Tr­¬ng T«ng Chİnh	0	11	379	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		511	511													44	1440	1440															
MÆt n¹ - LiÔu Thanh Thanh	0	11	380	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		523	523													44	1440	1440															
MÆt n¹ - PhiÕn Kh¸ch	0	11	381	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		602	602													44	1440	1440															
MÆt n¹ - HuyÒn Gi¸c §¹i S­ 	0	11	382	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	2	1		740	740													44	1440	1440															
MÆt n¹ - Long Ngò 	0	11	383	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		664	664													44	1440	1440															
MÆt n¹ - §ao song phông	0	11	384	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1222	1222													44	7200	7200															
MÆt n¹ - Mé Dung YÕn	0	11	385	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1223	1223													44	7200	7200															
MÆt n¹ - Tö hiÖp	0	11	386	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1224	1224													44	7200	7200															
MÆt n¹ - B¹ch th¹ch ®¹o tr­ëng	0	11	387	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1225	1225													44	7200	7200															
MÆt n¹ - Khai th¹ch ®¹i s­	0	11	388	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1226	1226													44	7200	7200															
MÆt n¹ - §­êng thÇn	0	11	389	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1227	1227													44	7200	7200															
MÆt n¹ - NguyÖt dao dao	0	11	390	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1228	1228													44	7200	7200															
MÆt n¹ - YÕn triÖu	0	11	391	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1229	1229													44	7200	7200															
MÆt n¹ - LiÔu Phi Yªn	0	11	392	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1230	1230													44	7200	7200															
MÆt n¹ - Long thËp tam gia	0	11	393	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1231	1231													44	7200	7200															
MÆt n¹ - ¤ng Giµ N«el (®á) 	0	11	394	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		623	623													44	1440	1440															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (®á) 	0	11	395	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		624	624													44	1440	1440															
MÆt n¹ - Tinh Linh (Lôc) 	0	11	396	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1121	1121													44	1440	1440															
MÆt n¹ - ¤ng Giµ N«el (xanh) 	0	11	397	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1130	1130													44	1440	1440															
MÆt n¹ - ¤ng Giµ N«el (Hång phÊn) 	0	11	398	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1131	1131													44	1440	1440															
MÆt n¹ - ¤ng Giµ N«el (tr¾ng) 	0	11	399	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1132	1132													44	1440	1440															
MÆt n¹ - ¤ng Giµ N«el (vµng) 	0	11	400	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1133	1133													44	1440	1440															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (xanh) 	0	11	401	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1134	1134													44	1440	1440															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (Hång phÊn) 	0	11	402	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1135	1135													44	1440	1440															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (tr¾ng) 	0	11	403	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1136	1136													44	1440	1440															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (vµng) 	0	11	404	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1137	1137													44	1440	1440															
MÆt n¹ - TuÇn Léc	0	11	405	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1125	1125													44	1440	1440															
MÆt n¹ - T©n Niªn HiÖp Kh¸ch	0	11	406	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1122	1122													44	7200	7200															
MÆt n¹ - T©n Niªn HiÖp N÷ 	0	11	407	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1123	1123													44	7200	7200															
MÆt n¹ - D· TÈu	0	11	408	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		852	852													44	43200	43200															
MÆt n¹ - C¸t t­êng b¶o b¶o	0	11	409	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1249	1249													44	7200	7200															
MÆt n¹ - Nh­ ı b¶o b¶o	0	11	410	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1250	1250													44	7200	7200															
MÆt n¹ - Niªn thó b¶o b¶o	0	11	411	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1251	1251													44	7200	7200															
MÆt n¹ - ThiÕu Niªn L«i KiÕm	0	11	412	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1056	1056													44	7200	7200															
MÆt n¹ - ThiÕu Niªn TiÕu S­¬ng	0	11	413	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1057	1057													44	7200	7200															
MÆt n¹ - ThiÕu Niªn Háa NhËn	0	11	414	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1058	1058													44	7200	7200															
MÆt n¹ - ThiÕu Niªn H¶i §­êng	0	11	415	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1059	1059													44	7200	7200															
MÆt n¹ - ThiÕu Niªn Kim Phong	0	11	416	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1060	1060													44	7200	7200															
MÆt n¹ - B¹ch thµnh quËn chñ	0	11	417	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		695	695													44	10080	10080															
MÆt n¹ - Lam linh c«ng tö	0	11	418	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		696	696													44	10080	10080															
MÆt n¹ - TÇn bµ bµ	0	11	419	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		121	121													44	7200	7200															
MÆt n¹ - §«ng tö	0	11	420	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		471	471													44	7200	7200															
MÆt n¹ - Tinh Linh (xanh) 	0	11	421	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1126	1126													44	1440	1440															
MÆt n¹ - Tinh Linh (tİm) 	0	11	422	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1127	1127													44	1440	1440															
MÆt n¹ - Tinh Linh (®á) 	0	11	423	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1128	1128													44	1440	1440															
MÆt n¹ - Tinh Linh (vµng) 	0	11	424	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1129	1129													44	1440	1440															
MÆt n¹ - Hoµng TuyÕt Nh©n	0	11	425	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1329	1329													44	1440	1440															
MÆt n¹ - Tö TuyÕt Nh©n	0	11	426	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1330	1330													44	1440	1440															
MÆt n¹ - Lôc TuyÕt Nh©n	0	11	427	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1331	1331													44	1440	1440															
MÆt n¹ Cæ Thiªn KhuyÕt	0	11	428	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1310	1310													44	7200	7200															
MÆt n¹ Chİnh Ng«n	0	11	429	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1311	1311													44	7200	7200															
MÆt n¹ ChiÕu NhËt MiÖn	0	11	430	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1312	1312													44	7200	7200															
MÆt n¹ §­êng H¹o	0	11	431	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1313	1313													44	7200	7200															
MÆt n¹ DiÖu NhÊt	0	11	432	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1314	1314													44	7200	7200															
MÆt n¹ LÖ ChiÕt Mai	0	11	433	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1315	1315													44	7200	7200															
MÆt n¹ §o¹n Méc Ly	0	11	434	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1316	1316													44	7200	7200															
MÆt n¹ B¹ch Lang	0	11	435	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1317	1317													44	7200	7200															
MÆt n¹ TÇn HiÓu Th­	0	11	436	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1318	1318													44	7200	7200															
MÆt n¹ L¨ng Tiªu Tö	0	11	437	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1319	1319													44	7200	7200															
MÆt n¹ L­¬ng Mi Nhi	0	11	438	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1309	1309													44	7200	7200															
MÆt n¹ - Thanh Niªn L«i KiÕm	0	11	439	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1043	1043													44	7200	7200															
MÆt n¹ - Thanh Niªn TiÕu S­¬ng	0	11	440	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1044	1044													44	7200	7200															
MÆt n¹ - Thanh Niªn H¶i §­êng	0	11	441	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1046	1046													44	7200	7200															
MÆt n¹ - §Çu «ng ®Şa	0	11	442	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		726	726													44	7200	7200															
MÆt n¹ Long L·o Hæ	0	11	443	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1382	1382													44	7200	7200															
MÆt n¹ Th­¬ng Gi¶i HËu	0	11	444	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1383	1383													44	7200	7200															
MÆt n¹ Xu©n Ng­u	0	11	445	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1397	1397													44	7200	7200															
MÆt n¹ §¹i T­íng qu©n	0	11	446	\spr\item\equip\mask\yrmj_04.spr	379	1	1	Thiªn H¹ V« §Şch		0	1	0		746	746													44	60	60				36	50										
MÆt n¹ Nguyªn so¸i	0	11	447	\spr\item\equip\mask\yrmj_04.spr	379	1	1	Vâ L©m Chİ T«n		0	1	0		1310	1310													44	60	60				36	50										
MÆt n¹ h»ng nga	0	11	448	\spr\item\equip\mask\yrmj_02.spr	379	1	1	<<Î´·­Òë>>		0	1	0		1123	1123													44	7200	7200															
MÆt n¹ - HËu NghÖ	0	11	449	\spr\item\equip\mask\yrmj_02.spr	379	1	1	<<Î´·­Òë>>		0	1	0		1241	1241													44	7200	7200															
MÆt n¹ §¹i T­íng qu©n	0	11	450	\spr\item\equip\mask\yrmj_04.spr	379	1	1	Thiªn H¹ V« §Şch		0	1	0		746	746													44	1440	1440				36	50										
MÆt n¹ - Háa V©n Hæ	0	11	451	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1	1													44	1440	1440															
MÆt n¹ - Sãi ®á 	0	11	452	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		6	6													44	1440	1440															
MÆt n¹ - S¬n TÆc §Çu Môc	0	11	453	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		870	870													44	1440	1440															
MÆt n¹ Cöu MÖnh	0	11	454	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Thä d÷ thiªn tÒ 		0	1	0				85	500	500	233	500	500																								
MÆt n¹ Quû ¶nh	0	11	455	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Quû ¶nh truy tinh		0	1	0				111	20	20																											
MÆt n¹ - Vò n­¬ng gi¸ng sinh	0	11	456	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1504	1504																														
MÆt n¹ - Chim c¸nh côt	0	11	457	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1503	1503																														
MÆt n¹ - GÊu tuyÕt gi¸ng sinh	0	11	458	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1502	1502																														
MÆt n¹ - L©m D· Tóy Thanh Phong	0	11	459	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi mang vµo sÏ biÕn thµnh thî s¨n choµng ¸o da hæ víi t­ thÕ rÊt hiªn ngang		0	1	0		1538	1538																														
MÆt n¹ - S¬n Gi¶n TiÕu Hång TrÇn	0	11	460	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi mang vµo sÏ biÕn thµnh nµng thî s¨n choµng ¸o da hæ víi t­ thÕ rÊt kiÒu diÔm.		0	1	0		1539	1539																														
MÆt n¹ - Chİ T«n Vâ L©m ThiÕu HiÖp	0	11	461	\spr\item\equip\mask\yrmj_02.spr	379	1	1	½£ÍøVIP×¨ÓÃ		0	1	0		1542	1542																														
MÆt n¹ - Chİ T«n Vâ L©m N÷ HiÖp	0	11	462	\spr\item\equip\mask\yrmj_02.spr	379	1	1	½£ÍøVIP×¨ÓÃ		0	1	0		1543	1543																														
MÆt n¹ -Tö §oan (Cöu MÖnh)	0	11	463	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1569	1569	85	1000	1000																											
MÆt n¹ -Tö Vò (Cöu MÖnh)	0	11	464	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1570	1570	85	1000	1000																											
MÆt n¹ -Tö §oan (Tr­êng C«ng)	0	11	465	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1569	1569	89	1000	1000																											
MÆt n¹ -Tö Vò (Tr­êng C«ng)	0	11	466	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1570	1570	89	1000	1000																											
MÆt n¹ -Tö §oan (Kiªn NhÉn)	0	11	467	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1569	1569	114	10	10																											
MÆt n¹ -Tö Vò (Kiªn NhÉn)	0	11	468	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1570	1570	114	10	10																											
MÆt n¹ - Cæ TruyÒn	0	11	469	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1572	1572	85	300	300	121	25	25	172	25	25	169	500	500	170	500	500	171	500	500												
MÆt n¹ - ¸o Dµi	0	11	470	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1573	1573	85	300	300	121	25	25	172	25	25	169	500	500	170	500	500	171	500	500												
MÆt n¹ KiÕm Phong (cöu mÖnh)	0	11	471	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1582	1582	85	1000	1000																											
MÆt n¹ V©n Hµ (cöu mÖnh)	0	11	472	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1583	1583	85	1000	1000																											
MÆt n¹ KiÕm Phong (tr­êng c«ng)	0	11	473	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1582	1582	89	1000	1000																											
MÆt n¹ V©n Hµ (tr­êng c«ng)	0	11	474	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1583	1583	89	1000	1000																											
MÆt n¹ KiÕm Phong (kiªn nhÉn)	0	11	475	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1582	1582	114	10	10																											
MÆt n¹ V©n Hµ (kiªn nhÉn)	0	11	476	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1583	1583	114	10	10																											
MÆt n¹ - B¹ch thµnh quËn chñ	0	11	477	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		695	695													44	7200	7200															
MÆt n¹ - Lam linh c«ng tö	0	11	478	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		696	696													44	7200	7200															
MÆt n¹ Tr­êng C«ng	0	11	479	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0				89	500	500	235	500	500																								
MÆt n¹ Kiªn Ng¹nh	0	11	480	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0				114	5	5	241	5	5																								
MÆt n¹ - Vâ L©m Chİ T«n	0	11	481	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo vµo sÏ nh©n ®­îc vâ c«ng c¸i thÕ		0	1	0				139	2	2																											
MÆt n¹ - Anh hïng chiÕn tr­êng	0	11	482	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi mÆc vµo vµ tham gia chiÕn tr­êng Tèng Kim sÏ nhËn ®­îc nhiÒu ®iÓm tİch lòy Tèng Kim		0	1	0																																	
MÆt N¹ DŞ Dung - Thiªn Sø Nguyªn §¸n ( ®á )	0	11	483	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		624	624													44																	
MÆt N¹ DŞ Dung - Thiªn Sø Nguyªn §¸n ( vµng )	0	11	484	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1137	1137													44																	
MÆt N¹ DŞ Dung - Thiªn Sø Nguyªn §¸n ( xanh )	0	11	485	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1134	1134													44																	
