ATLAS_NAME	ATLAS_GENRE	ATLAS_DETAILTYPE	ATLAS_PARTICULAR	1_NAME	1_GENRE	1_DETAILTYPE	1_PARTICULAR	1_LEVEL	1_SERIES	1_MAGIC_ID	2_NAME	2_GENRE	2_DETAILTYPE	2_PARTICULAR	2_LEVEL	2_SERIES	2_MAGIC_ID	3_NAME	3_GENRE	3_DETAILTYPE	3_PARTICULAR	3_LEVEL	3_SERIES	3_MAGIC_ID	4_NAME	4_GENRE	4_DETAILTYPE	4_PARTICULAR	4_LEVEL	4_SERIES	4_MAGIC_ID	5_NAME	5_GENRE	5_DETAILTYPE	5_PARTICULAR	5_LEVEL	5_SERIES	5_MAGIC_ID	6_NAME	6_GENRE	6_DETAILTYPE	6_PARTICULAR	6_LEVEL	6_SERIES	6_MAGIC_ID	DES_NAME	DES_QUALITY	DES_GENRE	DES_DETAILTYPE	DES_PARTICULAR	DES_LEVEL	DES_SERIES	DES_PIECE	DES_PIECESUM	DES_VALUES
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	6	1	364	HuyÒn ThiÕt kho¸ng	6	1	200	6		137	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	6	2	123	Vâ L©m MËt TÞch	6	1	26				M¶nh Thiªn Niªn Hµn ThiÕt (1/9) 	0	4	702	1	0	0	1	9	2600000000
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	6	1	364	HuyÒn ThiÕt kho¸ng	6	1	200	6		137	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	6	2	123	Vâ L©m MËt TÞch	6	1	26				M¶nh Thiªn Niªn Hµn ThiÕt (2/9) 	0	4	703	1	0	0	2	9	2600000000
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	6	1	364	HuyÒn ThiÕt kho¸ng	6	1	200	6		137	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	6	2	123	Vâ L©m MËt TÞch	6	1	26				M¶nh Thiªn Niªn Hµn ThiÕt (3/9) 	0	4	704	1	0	0	3	9	2600000000
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	6	1	364	HuyÒn ThiÕt kho¸ng	6	1	200	6		137	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	6	2	123	Vâ L©m MËt TÞch	6	1	26				M¶nh Thiªn Niªn Hµn ThiÕt (4/9) 	0	4	705	1	0	0	4	9	2600000000
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	6	1	364	HuyÒn ThiÕt kho¸ng	6	1	200	6		137	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	6	2	123	Vâ L©m MËt TÞch	6	1	26				M¶nh Thiªn Niªn Hµn ThiÕt (5/9) 	0	4	706	1	0	0	5	9	2600000000
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	6	1	364	HuyÒn ThiÕt kho¸ng	6	1	200	6		137	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	6	2	123	Vâ L©m MËt TÞch	6	1	26				M¶nh Thiªn Niªn Hµn ThiÕt (6/9) 	0	4	707	1	0	0	6	9	2600000000
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	6	1	364	HuyÒn ThiÕt kho¸ng	6	1	200	6		137	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	6	2	123	Vâ L©m MËt TÞch	6	1	26				M¶nh Thiªn Niªn Hµn ThiÕt (7/9) 	0	4	708	1	0	0	7	9	2600000000
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	6	1	364	HuyÒn ThiÕt kho¸ng	6	1	200	6		137	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	6	2	123	Vâ L©m MËt TÞch	6	1	26				M¶nh Thiªn Niªn Hµn ThiÕt (8/9) 	0	4	709	1	0	0	8	9	2600000000
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	6	1	364	HuyÒn ThiÕt kho¸ng	6	1	200	6		137	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	6	2	123	Vâ L©m MËt TÞch	6	1	26				M¶nh Thiªn Niªn Hµn ThiÕt (9/9) 	0	4	710	1	0	0	9	9	2600000000
§å phæ Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn	6	1	388	HuyÒn ThiÕt kho¸ng	6	1	200	7		114																																				M¶nh B¨ng Tinh Th¹ch H¹ng Liªn (1/6) 	0	4	747	1	0	0	1	6	600000000
§å phæ Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn	6	1	388	HuyÒn ThiÕt kho¸ng	6	1	200	7		114																																				M¶nh B¨ng Tinh Th¹ch H¹ng Liªn (2/6) 	0	4	748	1	0	0	2	6	600000000
§å phæ Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn	6	1	388	HuyÒn ThiÕt kho¸ng	6	1	200	7		114																																				M¶nh B¨ng Tinh Th¹ch H¹ng Liªn (3/6) 	0	4	749	1	0	0	3	6	600000000
§å phæ Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn	6	1	388	HuyÒn ThiÕt kho¸ng	6	1	200	7		114																																				M¶nh B¨ng Tinh Th¹ch H¹ng Liªn (4/6) 	0	4	750	1	0	0	4	6	600000000
§å phæ Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn	6	1	388	HuyÒn ThiÕt kho¸ng	6	1	200	7		114																																				M¶nh B¨ng Tinh Th¹ch H¹ng Liªn (5/6) 	0	4	751	1	0	0	5	6	600000000
§å phæ Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn	6	1	388	HuyÒn ThiÕt kho¸ng	6	1	200	7		114																																				M¶nh B¨ng Tinh Th¹ch H¹ng Liªn (6/6) 	0	4	752	1	0	0	6	6	600000000
§å phæ Hoµng Kim - An Bang Cóc Hoa Th¹ch ChØ hoµn	6	1	389	HuyÒn ThiÕt kho¸ng	6	1	200	6		89	Phï Dung Th¹ch	6	1	203	4	4	105																													M¶nh Cóc Hoa Th¹ch ChØ hoµn (1/6) 	0	4	753	1	0	0	1	6	120000000
§å phæ Hoµng Kim - An Bang Cóc Hoa Th¹ch ChØ hoµn	6	1	389	HuyÒn ThiÕt kho¸ng	6	1	200	6		89	Phï Dung Th¹ch	6	1	203	4	4	105																													M¶nh Cóc Hoa Th¹ch ChØ hoµn (2/6) 	0	4	754	1	0	0	2	6	120000000
§å phæ Hoµng Kim - An Bang Cóc Hoa Th¹ch ChØ hoµn	6	1	389	HuyÒn ThiÕt kho¸ng	6	1	200	6		89	Phï Dung Th¹ch	6	1	203	4	4	105																													M¶nh Cóc Hoa Th¹ch ChØ hoµn (3/6) 	0	4	755	1	0	0	3	6	120000000
§å phæ Hoµng Kim - An Bang Cóc Hoa Th¹ch ChØ hoµn	6	1	389	HuyÒn ThiÕt kho¸ng	6	1	200	6		89	Phï Dung Th¹ch	6	1	203	4	4	105																													M¶nh Cóc Hoa Th¹ch ChØ hoµn (4/6) 	0	4	756	1	0	0	4	6	120000000
§å phæ Hoµng Kim - An Bang Cóc Hoa Th¹ch ChØ hoµn	6	1	389	HuyÒn ThiÕt kho¸ng	6	1	200	6		89	Phï Dung Th¹ch	6	1	203	4	4	105																													M¶nh Cóc Hoa Th¹ch ChØ hoµn (5/6) 	0	4	757	1	0	0	5	6	120000000
§å phæ Hoµng Kim - An Bang Cóc Hoa Th¹ch ChØ hoµn	6	1	389	HuyÒn ThiÕt kho¸ng	6	1	200	6		89	Phï Dung Th¹ch	6	1	203	4	4	105																													M¶nh Cóc Hoa Th¹ch ChØ hoµn (6/6) 	0	4	758	1	0	0	6	6	120000000
§å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi	6	1	390	HuyÒn ThiÕt kho¸ng	6	1	200	5		89	Phï Dung Th¹ch	6	1	203	4	0	101																													M¶nh §iÒn Hoµng Th¹ch Ngäc Béi (1/6) 	0	4	759	1	0	0	1	6	50000000
§å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi	6	1	390	HuyÒn ThiÕt kho¸ng	6	1	200	5		89	Phï Dung Th¹ch	6	1	203	4	0	101																													M¶nh §iÒn Hoµng Th¹ch Ngäc Béi (2/6) 	0	4	760	1	0	0	2	6	50000000
§å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi	6	1	390	HuyÒn ThiÕt kho¸ng	6	1	200	5		89	Phï Dung Th¹ch	6	1	203	4	0	101																													M¶nh §iÒn Hoµng Th¹ch Ngäc Béi (3/6) 	0	4	761	1	0	0	3	6	50000000
§å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi	6	1	390	HuyÒn ThiÕt kho¸ng	6	1	200	5		89	Phï Dung Th¹ch	6	1	203	4	0	101																													M¶nh §iÒn Hoµng Th¹ch Ngäc Béi (4/6) 	0	4	762	1	0	0	4	6	50000000
§å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi	6	1	390	HuyÒn ThiÕt kho¸ng	6	1	200	5		89	Phï Dung Th¹ch	6	1	203	4	0	101																													M¶nh §iÒn Hoµng Th¹ch Ngäc Béi (5/6) 	0	4	763	1	0	0	5	6	50000000
§å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi	6	1	390	HuyÒn ThiÕt kho¸ng	6	1	200	5		89	Phï Dung Th¹ch	6	1	203	4	0	101																													M¶nh §iÒn Hoµng Th¹ch Ngäc Béi (6/6) 	0	4	764	1	0	0	6	6	50000000
§å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ 	6	1	391	HuyÒn ThiÕt kho¸ng	6	1	200	6		89	Phï Dung Th¹ch	6	1	203	4	2	102																													M¶nh HuyÕt Th¹ch Giíi ChØ (1/6) 	0	4	765	1	0	0	1	6	140000000
§å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ 	6	1	391	HuyÒn ThiÕt kho¸ng	6	1	200	6		89	Phï Dung Th¹ch	6	1	203	4	2	102																													M¶nh HuyÕt Th¹ch Giíi ChØ (2/6) 	0	4	766	1	0	0	2	6	140000000
§å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ 	6	1	391	HuyÒn ThiÕt kho¸ng	6	1	200	6		89	Phï Dung Th¹ch	6	1	203	4	2	102																													M¶nh HuyÕt Th¹ch Giíi ChØ (3/6) 	0	4	767	1	0	0	3	6	140000000
§å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ 	6	1	391	HuyÒn ThiÕt kho¸ng	6	1	200	6		89	Phï Dung Th¹ch	6	1	203	4	2	102																													M¶nh HuyÕt Th¹ch Giíi ChØ (4/6) 	0	4	768	1	0	0	4	6	140000000
§å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ 	6	1	391	HuyÒn ThiÕt kho¸ng	6	1	200	6		89	Phï Dung Th¹ch	6	1	203	4	2	102																													M¶nh HuyÕt Th¹ch Giíi ChØ (5/6) 	0	4	769	1	0	0	5	6	140000000
§å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ 	6	1	391	HuyÒn ThiÕt kho¸ng	6	1	200	6		89	Phï Dung Th¹ch	6	1	203	4	2	102																													M¶nh HuyÕt Th¹ch Giíi ChØ (6/6) 	0	4	770	1	0	0	6	6	140000000
§å phæ Hoµng Kim - §Þnh Quèc ¤ Sa Ph¸t Qu¸n	6	1	384	HuyÒn ThiÕt kho¸ng	6	1	200	5		85	Phï Dung Th¹ch	6	1	203	4	3	104																													M¶nh ¤ Sa Ph¸t Qu¸n (1/6) 	0	4	783	1	0	0	1	6	50000000
§å phæ Hoµng Kim - §Þnh Quèc ¤ Sa Ph¸t Qu¸n	6	1	384	HuyÒn ThiÕt kho¸ng	6	1	200	5		85	Phï Dung Th¹ch	6	1	203	4	3	104																													M¶nh ¤ Sa Ph¸t Qu¸n (2/6) 	0	4	784	1	0	0	2	6	50000000
§å phæ Hoµng Kim - §Þnh Quèc ¤ Sa Ph¸t Qu¸n	6	1	384	HuyÒn ThiÕt kho¸ng	6	1	200	5		85	Phï Dung Th¹ch	6	1	203	4	3	104																													M¶nh ¤ Sa Ph¸t Qu¸n (3/6) 	0	4	785	1	0	0	3	6	50000000
§å phæ Hoµng Kim - §Þnh Quèc ¤ Sa Ph¸t Qu¸n	6	1	384	HuyÒn ThiÕt kho¸ng	6	1	200	5		85	Phï Dung Th¹ch	6	1	203	4	3	104																													M¶nh ¤ Sa Ph¸t Qu¸n (4/6) 	0	4	786	1	0	0	4	6	50000000
§å phæ Hoµng Kim - §Þnh Quèc ¤ Sa Ph¸t Qu¸n	6	1	384	HuyÒn ThiÕt kho¸ng	6	1	200	5		85	Phï Dung Th¹ch	6	1	203	4	3	104																													M¶nh ¤ Sa Ph¸t Qu¸n (5/6) 	0	4	787	1	0	0	5	6	50000000
§å phæ Hoµng Kim - §Þnh Quèc ¤ Sa Ph¸t Qu¸n	6	1	384	HuyÒn ThiÕt kho¸ng	6	1	200	5		85	Phï Dung Th¹ch	6	1	203	4	3	104																													M¶nh ¤ Sa Ph¸t Qu¸n (6/6) 	0	4	788	1	0	0	6	6	50000000
§å phæ Hoµng Kim - Méng Long Kim Ti ChÝnh Hång Cµ Sa	6	1	240	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	6		89	HuyÒn ThiÕt kho¸ng	6	1	200	5		113	Phï Dung Th¹ch	6	1	203	5	3	104	ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1	6	1	56				M¶nh Kim Ti ChÝnh Hång Cµ Sa (1/6) 	0	4	789	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - Méng Long Kim Ti ChÝnh Hång Cµ Sa	6	1	240	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	6		89	HuyÒn ThiÕt kho¸ng	6	1	200	5		113	Phï Dung Th¹ch	6	1	203	5	3	104	ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1	6	1	56				M¶nh Kim Ti ChÝnh Hång Cµ Sa (2/6) 	0	4	790	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - Méng Long Kim Ti ChÝnh Hång Cµ Sa	6	1	240	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	6		89	HuyÒn ThiÕt kho¸ng	6	1	200	5		113	Phï Dung Th¹ch	6	1	203	5	3	104	ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1	6	1	56				M¶nh Kim Ti ChÝnh Hång Cµ Sa (3/6) 	0	4	791	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - Méng Long Kim Ti ChÝnh Hång Cµ Sa	6	1	240	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	6		89	HuyÒn ThiÕt kho¸ng	6	1	200	5		113	Phï Dung Th¹ch	6	1	203	5	3	104	ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1	6	1	56				M¶nh Kim Ti ChÝnh Hång Cµ Sa (4/6) 	0	4	792	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - Méng Long Kim Ti ChÝnh Hång Cµ Sa	6	1	240	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	6		89	HuyÒn ThiÕt kho¸ng	6	1	200	5		113	Phï Dung Th¹ch	6	1	203	5	3	104	ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1	6	1	56				M¶nh Kim Ti ChÝnh Hång Cµ Sa (5/6) 	0	4	793	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - Méng Long Kim Ti ChÝnh Hång Cµ Sa	6	1	240	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	6		89	HuyÒn ThiÕt kho¸ng	6	1	200	5		113	Phï Dung Th¹ch	6	1	203	5	3	104	ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1	6	1	56				M¶nh Kim Ti ChÝnh Hång Cµ Sa (6/6) 	0	4	794	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i	6	1	260	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				HuyÒn ThiÕt kho¸ng	6	1	200	8		113	Phï Dung Th¹ch	6	1	203	8	3	104															M¶nh HuyÒn Vò Hoµng Kim Kh¶i (1/6) 	0	4	795	1	0	0	1	6	8000000000
§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i	6	1	260	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				HuyÒn ThiÕt kho¸ng	6	1	200	8		113	Phï Dung Th¹ch	6	1	203	8	3	104															M¶nh HuyÒn Vò Hoµng Kim Kh¶i (2/6) 	0	4	796	1	0	0	2	6	8000000000
§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i	6	1	260	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				HuyÒn ThiÕt kho¸ng	6	1	200	8		113	Phï Dung Th¹ch	6	1	203	8	3	104															M¶nh HuyÒn Vò Hoµng Kim Kh¶i (3/6) 	0	4	797	1	0	0	3	6	8000000000
§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i	6	1	260	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				HuyÒn ThiÕt kho¸ng	6	1	200	8		113	Phï Dung Th¹ch	6	1	203	8	3	104															M¶nh HuyÒn Vò Hoµng Kim Kh¶i (4/6) 	0	4	798	1	0	0	4	6	8000000000
§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i	6	1	260	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				HuyÒn ThiÕt kho¸ng	6	1	200	8		113	Phï Dung Th¹ch	6	1	203	8	3	104															M¶nh HuyÒn Vò Hoµng Kim Kh¶i (5/6) 	0	4	799	1	0	0	5	6	8000000000
§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i	6	1	260	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				HuyÒn ThiÕt kho¸ng	6	1	200	8		113	Phï Dung Th¹ch	6	1	203	8	3	104															M¶nh HuyÒn Vò Hoµng Kim Kh¶i (6/6) 	0	4	800	1	0	0	6	6	8000000000
§å phæ Hoµng Kim - V« Ma TÈy T­îng Ngäc KhÊu	6	1	277	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Phï Dung Th¹ch	6	1	203	6	2	99	Nga Mi  PhËt Quang Ch­ëng MËt TÞch	6	1	43				Khæng T­íc Th¹ch	6	1	201	6	2	169	Vâ L©m MËt TÞch	6	1	26											M¶nh TÈy T­îng Ngäc KhÊu (1/6) 	0	4	801	1	0	0	1	6	5000000000
§å phæ Hoµng Kim - V« Ma TÈy T­îng Ngäc KhÊu	6	1	277	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Phï Dung Th¹ch	6	1	203	6	2	99	Nga Mi  PhËt Quang Ch­ëng MËt TÞch	6	1	43				Khæng T­íc Th¹ch	6	1	201	6	2	169	Vâ L©m MËt TÞch	6	1	26											M¶nh TÈy T­îng Ngäc KhÊu (2/6) 	0	4	802	1	0	0	2	6	5000000000
§å phæ Hoµng Kim - V« Ma TÈy T­îng Ngäc KhÊu	6	1	277	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Phï Dung Th¹ch	6	1	203	6	2	99	Nga Mi  PhËt Quang Ch­ëng MËt TÞch	6	1	43				Khæng T­íc Th¹ch	6	1	201	6	2	169	Vâ L©m MËt TÞch	6	1	26											M¶nh TÈy T­îng Ngäc KhÊu (3/6) 	0	4	803	1	0	0	3	6	5000000000
§å phæ Hoµng Kim - V« Ma TÈy T­îng Ngäc KhÊu	6	1	277	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Phï Dung Th¹ch	6	1	203	6	2	99	Nga Mi  PhËt Quang Ch­ëng MËt TÞch	6	1	43				Khæng T­íc Th¹ch	6	1	201	6	2	169	Vâ L©m MËt TÞch	6	1	26											M¶nh TÈy T­îng Ngäc KhÊu (4/6) 	0	4	804	1	0	0	4	6	5000000000
§å phæ Hoµng Kim - V« Ma TÈy T­îng Ngäc KhÊu	6	1	277	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Phï Dung Th¹ch	6	1	203	6	2	99	Nga Mi  PhËt Quang Ch­ëng MËt TÞch	6	1	43				Khæng T­íc Th¹ch	6	1	201	6	2	169	Vâ L©m MËt TÞch	6	1	26											M¶nh TÈy T­îng Ngäc KhÊu (5/6) 	0	4	805	1	0	0	5	6	5000000000
§å phæ Hoµng Kim - V« Ma TÈy T­îng Ngäc KhÊu	6	1	277	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Phï Dung Th¹ch	6	1	203	6	2	99	Nga Mi  PhËt Quang Ch­ëng MËt TÞch	6	1	43				Khæng T­íc Th¹ch	6	1	201	6	2	169	Vâ L©m MËt TÞch	6	1	26											M¶nh TÈy T­îng Ngäc KhÊu (6/6) 	0	4	806	1	0	0	6	6	5000000000
§å phæ Hoµng Kim - M¶nh Hång Truy NhuyÔn Th¸p Hµi 	6	1	278	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				Chu Sa kho¸ng	6	1	204	6		89	HuyÒn ThiÕt kho¸ng	6	1	200	6		111	Phï Dung Th¹ch	6	1	203	5	1	103	Nga Mi  PhËt Quang Ch­ëng MËt TÞch	6	1	43				M¶nh Hång Truy NhuyÔn Th¸p hµi (1/6) 	0	4	807	1	0	0	1	6	3200000000
§å phæ Hoµng Kim - M¶nh Hång Truy NhuyÔn Th¸p Hµi 	6	1	278	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				Chu Sa kho¸ng	6	1	204	6		89	HuyÒn ThiÕt kho¸ng	6	1	200	6		111	Phï Dung Th¹ch	6	1	203	5	1	103	Nga Mi  PhËt Quang Ch­ëng MËt TÞch	6	1	43				M¶nh Hång Truy NhuyÔn Th¸p hµi (2/6) 	0	4	808	1	0	0	2	6	3200000000
§å phæ Hoµng Kim - M¶nh Hång Truy NhuyÔn Th¸p Hµi 	6	1	278	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				Chu Sa kho¸ng	6	1	204	6		89	HuyÒn ThiÕt kho¸ng	6	1	200	6		111	Phï Dung Th¹ch	6	1	203	5	1	103	Nga Mi  PhËt Quang Ch­ëng MËt TÞch	6	1	43				M¶nh Hång Truy NhuyÔn Th¸p hµi (3/6) 	0	4	809	1	0	0	3	6	3200000000
§å phæ Hoµng Kim - M¶nh Hång Truy NhuyÔn Th¸p Hµi 	6	1	278	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				Chu Sa kho¸ng	6	1	204	6		89	HuyÒn ThiÕt kho¸ng	6	1	200	6		111	Phï Dung Th¹ch	6	1	203	5	1	103	Nga Mi  PhËt Quang Ch­ëng MËt TÞch	6	1	43				M¶nh Hång Truy NhuyÔn Th¸p hµi (4/6) 	0	4	810	1	0	0	4	6	3200000000
§å phæ Hoµng Kim - M¶nh Hång Truy NhuyÔn Th¸p Hµi 	6	1	278	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				Chu Sa kho¸ng	6	1	204	6		89	HuyÒn ThiÕt kho¸ng	6	1	200	6		111	Phï Dung Th¹ch	6	1	203	5	1	103	Nga Mi  PhËt Quang Ch­ëng MËt TÞch	6	1	43				M¶nh Hång Truy NhuyÔn Th¸p hµi (5/6) 	0	4	811	1	0	0	5	6	3200000000
§å phæ Hoµng Kim - M¶nh Hång Truy NhuyÔn Th¸p Hµi 	6	1	278	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				Chu Sa kho¸ng	6	1	204	6		89	HuyÒn ThiÕt kho¸ng	6	1	200	6		111	Phï Dung Th¹ch	6	1	203	5	1	103	Nga Mi  PhËt Quang Ch­ëng MËt TÞch	6	1	43				M¶nh Hång Truy NhuyÔn Th¸p hµi (6/6) 	0	4	812	1	0	0	6	6	3200000000
§å phæ Hoµng Kim - V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	6	1	280	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Phæ §é MËt TÞch	6	1	59				Chu Sa kho¸ng	6	1	204	6		89	Khæng T­íc Th¹ch	6	1	201	5	1	103	Phï Dung Th¹ch	6	1	203	5	3	104	Chu Sa kho¸ng	6	1	204	4		114	M¶nh Thanh T©m H­íng ThiÖn Ch©u (1/6) 	0	4	813	1	0	0	1	6	900000000
§å phæ Hoµng Kim - V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	6	1	280	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Phæ §é MËt TÞch	6	1	59				Chu Sa kho¸ng	6	1	204	6		89	Khæng T­íc Th¹ch	6	1	201	5	1	103	Phï Dung Th¹ch	6	1	203	5	3	104	Chu Sa kho¸ng	6	1	204	4		114	M¶nh Thanh T©m H­íng ThiÖn Ch©u (2/6) 	0	4	814	1	0	0	2	6	900000000
