Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel
Thiªn B¶o Hé thñ 6079	0	5	0	0			198				enemy089	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	400000	0|200	100	0	0	2500	100	0	0	1050	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|110	0|110	85	85	85	85	85	1620	100		6	0|100	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Thiªn b¶o ®¹o tÆc 6079	0	5	0	0			231				enemy122	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	400000	0|200	100	0	0	2500	100	0	0	1050	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|110	0|110	85	85	85	85	85	0	100		6	0|100	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Thiªn B¶o Hé thñ 8089	0	5	0	0			198				enemy089	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	570000	0|300	100	0	0	2900	100	0	0	1250	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|120	0|120	0|120	0|120	0|120	90	90	90	90	90	1620	100		6	0|150	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Thiªn b¶o ®¹o tÆc 8089	0	5	0	0			231				enemy122	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	570000	0|300	100	0	0	2900	100	0	0	1250	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|120	0|120	0|120	0|120	0|120	90	90	90	90	90	0	100		6	0|150	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Thiªn B¶o Hé thñ 90	0	5	0	0			198				enemy089	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	650000	0|500	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	1620	100		6	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Thiªn b¶o ®¹o tÆc 90	0	5	0	0			231				enemy122	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	650000	0|500	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		6	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
TiÓu Boss cÊp 20	0	5	0	8			216				enemy107	0	0	0	0	0	32	32					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	15000	100	0	0	22000	0|20	100	0	0	500	100	0	0	250	100	0	0	30	100	0	0	30	12	12	15	15	800	100	1500	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|75	0|80	85	85	85	85	85	16200	100	\settings\droprate\boss\bosstask_lev20.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
TiÓu Boss cÊp 30	0	5	0	8			190				enemy081	0	0	0	0	0	35	28					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	25000	100	0	0	40000	0|40	100	0	0	1110	100	0	0	350	100	0	0	44	100	0	0	44	12	12	15	15	900	100	1500	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|75	0|80	85	85	85	85	85	16200	100	\settings\droprate\boss\bosstask_lev30.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
TiÓu Boss cÊp 40	0	5	0	8			218				enemy109	0	0	0	0	0	30	35					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	35000	100	0	0	60000	0|75	100	0	0	1700	100	0	0	450	100	0	0	62	100	0	0	62	12	12	15	15	1000	100	1500	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|75	0|80	85	85	85	85	85	16200	100	\settings\droprate\boss\bosstask_lev40.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
TiÓu Boss cÊp 50	0	5	0	8			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	55000	100	0	0	100000	0|200	100	0	0	1050	100	0	0	650	100	0	0	84	100	0	0	84	12	12	15	15	1100	100	1500	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|75	0|80	85	85	85	85	85	16200	100	\settings\droprate\boss\bosstask_lev50.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
TiÓu Boss cÊp 60	0	5	0	8			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	70000	100	0	0	140000	0|300	100	0	0	2100	100	0	0	850	100	0	0	106	100	0	0	106	12	12	15	15	1200	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|75	0|100	85	85	85	85	85	16200	100	\settings\droprate\boss\bosstask_lev60.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
TiÓu Boss cÊp 70	0	5	0	8			179				enemy070	0	0	0	0	0	26	31					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	80000	100	0	0	450000	0|400	100	0	0	2500	100	0	0	1050	100	0	0	138	100	0	0	138	12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|75	0|100	85	85	85	85	85	16200	100	\settings\droprate\boss\bosstask_lev70.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
TiÓu Boss cÊp 80	0	5	0	8			157				enemy048	0	0	0	0	0	27	29					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	100000	100	0	0	900000	0|700	100	0	0	2900	100	0	0	1250	100	0	0	178	100	0	0	178	12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|75	0|100	85	85	85	85	85	16200	100	\settings\droprate\boss\bosstask_lev80.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
TiÓu Boss cÊp 90	0	5	0	8			191				enemy082	0	0	0	0	0	35	28					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	140000	100	0	0	1300000	0|1000	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|75	0|110	85	85	85	85	85	16200	100	\settings\droprate\boss\bosstask_lev90.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
B¹ch hæ d­íi cÊp 50	0	5	2	1			45				ani003	0	0	0	0	0	24	26	20	10	20	12	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	7	7	18	18	400	50	700	1	80	40	30	0	0	20	0	0	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	810	100	\settings\droprate\goldennpc\golden_lv40.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
B¹ch hæ  cÊp 60	0	5	2	1			45				ani003	0	0	0	0	0	24	26	20	10	20	12	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	7	7	18	18	400	50	700	1	80	40	30	0	0	20	0	0	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	810	100	\settings\droprate\goldennpc\golden_lv60.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
B¹ch hæ cÊp 70	0	5	2	1			45				ani003	0	0	0	0	0	24	26	20	10	20	12	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	7	7	18	18	400	50	700	1	80	40	30	0	0	20	0	0	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	810	100	\settings\droprate\goldennpc\golden_lv70.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
B¹ch hæ cÊp 80	0	5	2	1			45				ani003	0	0	0	0	0	24	26	20	10	20	12	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	7	7	18	18	400	50	700	1	80	40	30	0	0	20	0	0	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	810	100	\settings\droprate\goldennpc\80_01234droprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
B¹ch hæ cÊp 90	0	5	2	1			45				ani003	0	0	0	0	0	24	26	20	10	20	12	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	7	7	18	18	400	50	700	1	80	40	30	0	0	20	0	0	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	810	100	\settings\droprate\goldennpc\90_01234droprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
H¾c DiÖp HÇu  d­íi 50	0	5	2	1			97				ani055	0	0	0	0	0	30	31	22	8	21	13	196	1|0	196	1|0	196	1|0	196	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	6	6	18	18	400	10	700	3	20	20	50	40	70	0	0	10	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	810	100	\settings\droprate\goldennpc\golden_lv40.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
H¾c DiÖp HÇu  cÊp 60	0	5	2	1			97				ani055	0	0	0	0	0	30	31	22	8	21	13	196	1|0	196	1|0	196	1|0	196	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	6	6	18	18	400	10	700	3	20	20	50	40	70	0	0	10	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	810	100	\settings\droprate\goldennpc\golden_lv60.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
H¾c DiÖp HÇu cÊp 70	0	5	2	1			97				ani055	0	0	0	0	0	30	31	22	8	21	13	196	1|0	196	1|0	196	1|0	196	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	6	6	18	18	400	10	700	3	20	20	50	40	70	0	0	10	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	810	100	\settings\droprate\goldennpc\golden_lv70.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
H¾c DiÖp HÇu cÊp 80	0	5	2	1			97				ani055	0	0	0	0	0	30	31	22	8	21	13	196	1|0	196	1|0	196	1|0	196	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	6	6	18	18	400	10	700	3	20	20	50	40	70	0	0	10	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	810	100	\settings\droprate\goldennpc\80_01234droprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
H¾c DiÖp HÇu cÊp 90	0	5	2	1			97				ani055	0	0	0	0	0	30	31	22	8	21	13	196	1|0	196	1|0	196	1|0	196	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	6	6	18	18	400	10	700	3	20	20	50	40	70	0	0	10	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	810	100	\settings\droprate\goldennpc\90_01234droprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
s¬n  tÆc d­íi cÊp 50	0	5	0	2			255				enemy146	0	0	0	0	0	36	36	36	13	21	14	53	1|0	233	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	6	6	18	18	400	50	700	1	90	50	20	0	0	20	0	0	0	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	1080	100	\settings\droprate\goldennpc\golden_lv40.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
s¬n  tÆc  cÊp 60	0	5	0	2			255				enemy146	0	0	0	0	0	36	36	36	13	21	14	53	1|0	233	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	6	6	18	18	400	50	700	1	90	50	20	0	0	20	0	0	0	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	1080	100	\settings\droprate\goldennpc\golden_lv60.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
s¬n  tÆc cÊp 70	0	5	0	2			255				enemy146	0	0	0	0	0	36	36	36	13	21	14	53	1|0	233	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	6	6	18	18	400	50	700	1	90	50	20	0	0	20	0	0	0	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	1080	100	\settings\droprate\goldennpc\golden_lv70.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
s¬n  tÆc cÊp 80	0	5	0	2			255				enemy146	0	0	0	0	0	36	36	36	13	21	14	53	1|0	233	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	6	6	18	18	400	50	700	1	90	50	20	0	0	20	0	0	0	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	1080	100	\settings\droprate\goldennpc\80_01234droprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
s¬n  tÆc cÊp 90	0	5	0	2			255				enemy146	0	0	0	0	0	36	36	36	13	21	14	53	1|0	233	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	6	6	18	18	400	50	700	1	90	50	20	0	0	20	0	0	0	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	1080	100	\settings\droprate\goldennpc\90_01234droprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Thñy TÆc d­íi cÊp 50	0	5	4	4			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	53	1|-40	236	1|-40	53	1|-40	236	1|-40		\script\npclevelscript\npc_fenglingdubei.lua	100	600	0	0	100	50000	0	0	0|0.05	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	1620	100	\settings\droprate\goldennpc\golden_lv40.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Thñy TÆc cÊp 60	0	5	4	4			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	53	1|-40	236	1|-40	53	1|-40	236	1|-40		\script\npclevelscript\npc_fenglingdubei.lua	100	700	0	0	100	50000	0	0	0|0.05	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	1620	100	\settings\droprate\goldennpc\golden_lv60.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Thñy TÆc cÊp 70	0	5	4	4			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	53	1|-40	236	1|-40	53	1|-40	236	1|-40		\script\npclevelscript\npc_fenglingdubei.lua	100	800	0	0	100	50000	0	0	0|0.05	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	1620	100	\settings\droprate\goldennpc\golden_lv70.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Thñy TÆc cÊp 80	0	5	4	4			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	53	1|-40	236	1|-40	53	1|-40	236	1|-40		\script\npclevelscript\npc_fenglingdubei.lua	100	1000	0	0	100	50000	0	0	0|0.05	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	1620	100	\settings\droprate\goldennpc\80_01234droprate.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Thñy TÆc cÊp 90	0	5	4	4			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	53	1|-40	236	1|-40	53	1|-40	236	1|-40		\script\npclevelscript\npc_fenglingdubei.lua	100	1500	0	0	100	50000	0	0	0|0.05	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	1620	100	\settings\droprate\goldennpc\90_01234droprate.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Phi Sa d­íi cÊp 50	0	5	0	3			192				enemy083	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	600	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	1080	100	\settings\droprate\goldennpc\golden_lv40.ini	9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Phi Sa  cÊp 60	0	5	0	3			192				enemy083	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	700	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	1080	100	\settings\droprate\goldennpc\golden_lv60.ini	9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Phi Sa cÊp 70	0	5	0	3			192				enemy083	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	800	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	1080	100	\settings\droprate\goldennpc\golden_lv70.ini	9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Phi Sa cÊp 80	0	5	0	3			192				enemy083	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	1000	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	1080	100	\settings\droprate\goldennpc\80_01234droprate.ini	9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Phi Sa cÊp 90	0	5	0	3			192				enemy083	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	1500	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	1080	100	\settings\droprate\goldennpc\90_01234droprate.ini	9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
L·nh Th­¬ng d­íi cÊp 50	0	5	0	2			145				enemy036	0	0	0	0	0	30	30	20	11	10	10	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\npc_fenglingdunan.lua	100	600	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	810	100	\settings\droprate\goldennpc\golden_lv40.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
L·nh Th­¬ng  cÊp 60	0	5	0	2			145				enemy036	0	0	0	0	0	30	30	20	11	10	10	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\npc_fenglingdunan.lua	100	700	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	810	100	\settings\droprate\goldennpc\golden_lv60.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
L·nh Th­¬ng cÊp 70	0	5	0	2			145				enemy036	0	0	0	0	0	30	30	20	11	10	10	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\npc_fenglingdunan.lua	100	800	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	810	100	\settings\droprate\goldennpc\golden_lv70.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
L·nh Th­¬ng cÊp 80	0	5	0	2			145				enemy036	0	0	0	0	0	30	30	20	11	10	10	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\npc_fenglingdunan.lua	100	1000	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	810	100	\settings\droprate\goldennpc\80_01234droprate.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
