Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	½Å±¾Ãû(²ÎÊı1)	¼¼ÄÜID£¨²ÎÊı1£©	²ÎÊı2(ÊÍ·¨ÀàĞÍ)	²ÎÊı3(ÊÇ·ñ¹ã²¥)	²ÎÊı4(ÊÇ·ñÓĞµÈ¼¶¸ÅÄî)	²ÎÊı5(ÊÇ·ñ¿É·Å¿ì½İÀ¸)	Target	ÎïÆ·×î´óµş·ÅÖµ	ÒªÇóµÈ¼¶ÏàÍ¬	ÒªÇóÎåĞĞÏàÍ¬	ÒªÇóĞÒÔËÏàÍ¬	ÒªÇóMagicLevel1ÏàÍ¬	ÒªÇóMagicLevel2ÏàÍ¬	ÒªÇóMagicLevel3ÏàÍ¬	ÒªÇóMagicLevel4ÏàÍ¬	ÒªÇóMagicLevel5ÏàÍ¬	ÒªÇóMagicLevel6ÏàÍ¬	µÀ¾ß¶îÍâ²ÎÊı1	µÀ¾ß¶îÍâ²ÎÊı2	µÀ¾ß¶îÍâ²ÎÊı3	µÀ¾ß¶îÍâ²ÎÊı4	µÀ¾ß¶îÍâ²ÎÊı5	µÀ¾ß¶îÍâ²ÎÊı6
Kim Chi ChiÕn Hån 	6	1	1686	\spr\item\questkey\003.spr	388	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\pneuma_jin.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Méc Chi ChiÕn Hån 	6	1	1687	\spr\item\questkey\003.spr	389	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\pneuma_mu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thñy Chi ChiÕn Hån 	6	1	1688	\spr\item\questkey\003.spr	390	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\pneuma_shui.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Háa Chi ChiÕn Hån 	6	1	1689	\spr\item\questkey\003.spr	391	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\pneuma_huo.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thæ Chi ChiÕn Hån 	6	1	1690	\spr\item\questkey\003.spr	392	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\pneuma_tu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Kim Chi Hé gi¸p  	6	1	1691	\spr\item\questkey\003.spr	393	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\armor_jin.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Méc Chi Hé gi¸p  	6	1	1692	\spr\item\questkey\003.spr	394	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\armor_mu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thñy Chi Hé gi¸p  	6	1	1693	\spr\item\questkey\003.spr	395	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\armor_shui.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Háa Chi Hé gi¸p  	6	1	1694	\spr\item\questkey\003.spr	396	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\armor_huo.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thæ Chi Hé gi¸p  	6	1	1695	\spr\item\questkey\003.spr	397	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\armor_tu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Kim Chi Lîi NhËn	6	1	1696	\spr\item\questkey\003.spr	398	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\weapon_jin.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Méc Chi Lîi NhËn	6	1	1697	\spr\item\questkey\003.spr	399	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\weapon_mu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thñy Chi Lîi NhËn	6	1	1698	\spr\item\questkey\003.spr	400	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\weapon_shui.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Háa Chi Lîi NhËn	6	1	1699	\spr\item\questkey\003.spr	401	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\weapon_huo.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thæ Chi Lîi NhËn	6	1	1700	\spr\item\questkey\003.spr	402	1	1	NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\weapon_tu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hµnh qu©n ®¬n 	6	1	1701	\spr\item\questkey\003.spr	403	1	1	Lo¹i d­îc liÖu qu©n ®éi th­êng dïng. NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\sj_xingjundan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
TiÓu hoµn ®¬n 	6	1	1702	\spr\item\questkey\003.spr	404	1	1	ThiÕu L©m mËt d­îc. NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\sj_xiaohuandan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ngò Hoa Lé 	6	1	1703	\spr\item\questkey\003.spr	405	1	1	MËt d­îc bİ truyÒn cña c¸c ®¹o gia NhÆt ®­îc sö dông ngay		0	1	0	\script\item\newcitydefence\sj_wuhualu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
TrÊn ph¸i linh ®¬n	6	1	1704	\spr\item\script\zhenpailingdan.spr	41	1	1	§©y lµ Linh §¬n cña c¸c ®¹i m«n ph¸i mËt chÕ thµnh, sau khi sö dông t¨ng 1 ®iÓm kü n¨ng. <enter>(Sau khi vµo m«n ph¸i míi sö dông ®­îc, nhiÒu nhÊt chØ sö dông 15 viªn).		0	1	0	\script\item\daiyitoushi\zhenpailingdan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
TrÊn ph¸i linh d­îc	6	1	1705	\spr\item\script\zhenpailingyao.spr	41	1	1	Linh D­îc mËt chÕ cña c¸c ®¹i m«n ph¸i, dïng t¨ng 5 ®iÓm TiÒm N¨ng. (Sau gia nhËp m«n ph¸i míi ®­îc dïng, tèi ®a dïng 200 viªn)		0	1	0	\script\item\daiyitoushi\zhenpailingyao.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1706	\spr\item\questkey\taskobj022.spr	41	1	1	<<Î´·­Òë>>		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1707	\spr\item\questkey\taskobj022.spr	41	1	1	<<Î´·­Òë>>		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1708	\spr\item\leaguematch\icon_league_iron.spr	41	1	1	<<Î´·­Òë>>		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1709	\spr\item\leaguematch\icon_league_copper.spr	41	1	1	<<Î´·­Òë>>		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1710	\spr\item\leaguematch\icon_league_silver.spr	41	1	1	<<Î´·­Òë>>		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1711	\spr\item\leaguematch\icon_league_gold.spr	41	1	1	<<Î´·­Òë>>		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1712	\spr\item\script\youlongsuiyu.spr	41	1	1	<<Î´·­Òë>>		0	1	0	\script\item\youlongsuiyu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Trøng vµng may m¾n	6	1	1713	\spr\item\script\gold_luckyegg.spr	41	1	1	Mét lo¹i trøng mµu vµng ph¸t s¸ng, ®Ëp vì ra thu ®­îc phÇn th­ëng bÊt ngê.		0	1	1	\script\item\gold_luckyegg.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Trøng nhiÒu mµu may m¾n	6	1	1714	\spr\item\script\color_luckyegg.spr	41	1	1	Mét lo¹i trøng cã 5 mµu sÆc së, ®Ëp vì ra thu ®­îc n©ng cÊp n¨ng lùc.		0	1	1	\script\missions\datusha\color_luckegg.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Qu¶ thanh minh	6	1	1715	\spr\item\magicscript\qingming07\qingmingguo.spr	41	1	1	Èm thùc tÕt thanh minh, ng­êi ch¬i cÊp 100 trë lªn sau khi sö dông ®­îc 50 v¹n kinh nghiÖm.		0	1	0	\script\item\qingming_jieri\200803\qingmingmeishi.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
H¸ c¶o thanh minh	6	1	1716	\spr\item\magicscript\qingming07\qingmingjiao.spr	41	1	1	Èm thùc tÕt thanh minh, ng­êi ch¬i cÊp 100 trë lªn sau khi sö dông ®­îc 100 v¹n kinh nghiÖm.		0	1	0	\script\item\qingming_jieri\200803\qingmingmeishi.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
B¸nh ch­ng thanh minh	6	1	1717	\spr\item\magicscript\qingming07\qingmingzong.spr	41	1	1	Èm thùc tÕt thanh minh, ng­êi ch¬i cÊp 100 trë lªn sau khi sö dông ®­îc 150 v¹n kinh nghiÖm.		0	1	0	\script\item\qingming_jieri\200803\qingmingmeishi.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
TiÒn ©m phñ	6	1	1718	\spr\item\script\qingming_jieri\200803\zhiqian.spr	41	1	1	§©y lµ vËt phÈm dµnh cho nh÷ng ngµy cóng b¸i,		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
H­¬ng nÕn	6	1	1719	\spr\item\script\qingming_jieri\200803\xiangzhu.spr	41	1	1	§©y lµ vËt phÈm dµnh cho nh÷ng ngµy cóng b¸i,		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§å cóng tÕ	6	1	1720	\spr\item\script\qingming_jieri\200803\jipin.spr	41	1	1	§©y lµ vËt phÈm dµnh cho nh÷ng ngµy cóng b¸i,		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hoa t­¬i	6	1	1721	\spr\item\script\qingming_jieri\200803\xianhua.spr	41	1	1	§©y lµ lo¹i hoa t­¬i h¸i ë nói cao.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
B¶o r­¬ng ®å xanh	6	1	1722	\spr\item\oldbox\oldbox.spr	433	1	1	R­¬ng chøa nhiÒu vËt phÈm quı gi¸		0	1	0	\script\item\ruongchuado\baoruongdoxanh.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
LÖnh Bµi Admin	6	1	1723	\spr\item\script\yupai_haozhao.spr	387	1	1	LÖnh bµi cã uy lùc v« song		0	1	0	\script\item\ruongchuado\lenhbaiadmin.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
C«ng Tr¹ng Tèng Kim	6	1	1724	\spr\item\leaguematch\icon_league_silver.spr	387	1	1	NhËn thªm 10000 ®iÓm tİch lòy tèng kim		0	1	0	\script\item\tichluytongkim.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
B¶o r­¬ng vò khİ	6	1	1725	\spr\item\oldbox\oldbox.spr	433	1	1	R­¬ng chøa nhiu vËt phÈm qu gi¸		0	1	0	\script\item\ruongchuado\baoruongdoxanh.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1726	\spr\item\obj_item_jixiang.spr	41	1	1	<<Î´·­Òë>>		0	1	0	\script\item\chongzhicuxiao\200803\penglaishizubao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1727	\spr\item\obj_item_jixiang.spr	41	1	1	<<Î´·­Òë>>		0	1	1	\script\item\chongzhicuxiao\200803\jijinhuaxuebao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1728	\spr\item\obj_item_jixiang.spr	41	1	1	<<Î´·­Òë>>		0	1	1	\script\item\chongzhicuxiao\200803\mohuayirongbao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1729	\spr\item\questkey\taskobj087.spr	41	1	1	<<Î´·­Òë>>		0	1	0	\script\item\xuantianermaidan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hép §¹i B¹ch c©u hoµn ®Æc biÖt	6	1	1730	\spr\item\script\item_chrismasbox.spr	41	1	1	Bªn trong cã chøa 10 viªn §¹i B¹ch c©u hoµn ®Æc biÖt.		0	1	0	\script\item\box_dabaijuwan_special.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hép §¹i B¹ch c©u hoµn kü n¨ng ®Æc biÖt	6	1	1731	\spr\item\script\item_chrismasbox.spr	41	1	1	Bªn trong cã chøa 10 viªn §¹i B¹ch c©u hoµn kü n¨ng ®Æc biÖt.		0	1	0	\script\item\box_dabaijuwan_skillsp.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ng©n phiÕu chiÕn bŞ	6	1	1732	\spr\item\questkey\yinpiao.spr	41	1	1	Ng©n s¸ch chiÕn bŞ bæn bang t¨ng 10.000 ®iÓm.		0	1	0	\script\item\zhanbeiyingpiao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
ThiÕt Ng­u Lang Nha Béi	6	1	1733	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Ngäc béi cña s¬n tÆc v­¬ng ThiÕt Ng­u lu«n mang theo bªn m×nh.		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hép quµ may m¾n	6	1	1734	\spr\item\script\jiefang_jieri\200804\luckybox.spr	41	1	1	Hép quµ may m¾n, bªn trong chøa nh÷ng m¶nh cê quı hiÕm<enter>Thêi h¹n sö dông: 24h00 ngµy 18-05-2008		0	1	1	\script\item\jiefang_jieri\200804\luckybox.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
M¶nh cê 1	6	1	1735	\spr\item\script\jiefang_jieri\200804\qisuipian1.spr	41	1	1	Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 304 ®iÓm kinh nghiÖm.<enter><color=green>Thêi h¹n sö dông: 24h00 ngµy 31-05-2008<color>		0	1	1	\script\item\jiefang_jieri\200804\qisuipian.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
M¶nh cê 2	6	1	1736	\spr\item\script\jiefang_jieri\200804\qisuipian2.spr	41	1	1	Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 304 ®iÓm kinh nghiÖm.<enter><color=green>Thêi h¹n sö dông: 24h00 ngµy 31-05-2008<color>		0	1	1	\script\item\jiefang_jieri\200804\qisuipian.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
M¶nh cê 3	6	1	1737	\spr\item\script\jiefang_jieri\200804\qisuipian3.spr	41	1	1	Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 304 ®iÓm kinh nghiÖm.<enter><color=green>Thêi h¹n sö dông: 24h00 ngµy 31-05-2008<color>		0	1	1	\script\item\jiefang_jieri\200804\qisuipian.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
M¶nh cê 4	6	1	1738	\spr\item\script\jiefang_jieri\200804\qisuipian4.spr	41	1	1	Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 304 ®iÓm kinh nghiÖm.<enter><color=green>Thêi h¹n sö dông: 24h00 ngµy 31-05-2008<color>		0	1	1	\script\item\jiefang_jieri\200804\qisuipian.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
L¸ Cê ChiÕn Th¾ng	6	1	1739	\spr\item\script\jiefang_jieri\200804\zhanshengqi.spr	41	2	2	L¸ Cê ChiÕn Th¾ng mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 2.000.000 ®iÓm kinh nghiÖm.<enter><color=green>Thêi h¹n sö dông: 24h00 ngµy 31-05-2008<color>		0	1	0	\script\item\jiefang_jieri\200804\zhanshengqi.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hçn ®én ®Ünh	6	1	1740	\spr\item\questkey\taskobj081.spr	41	1	1	§©y lµ ®¹o cô cÇn thiÕt ®Ó t¹o mãn thø 4 b¹ch kim		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1741	\spr\item\script\item_chrismasbox.spr	41	1	1	<<Î´·­Òë>>		0	1	0	\script\item\baibaowuhuahe.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
X¹ Thñy §ång	6	1	1742	\spr\item\magic\shesuitong.spr	41	1	1	Con ng­êi ph¸t minh ra c«ng cô nµy, bÊm chuét ph¶i ®Ó b¾n n­íc vµo con Ma V­¬ng gÇn nhÊt, Ma V­¬ng khi b¾n tróng th× tèc ®é sÏ gi¶m trong 3 gi©y.		0	1	1	\script\item\springfestival2006\yongshi_wanjia\sheshuitong.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
Hép Bång Lai Tiªn Th¶o	6	1	1743	\spr\item\script\item_chrismasbox.spr	41	1	1	BÊm chuét ph¶i ®Ó më, cã thÓ thu ®­îc 10 Bång Lai Tiªn Th¶o		0	1	0	\script\item\box_penglai_xiancao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1744	\spr\item\obj_item_jixiang.spr	41	1	1	<<Î´·­Òë>>		0	1	0	\script\item\bag_changge_furong.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1745	\spr\item\script\item_chrismasbox.spr	41	1	1	<<Î´·­Òë>>		0	1	0	\script\item\chongzhicuxiao\specialitem\200805\wulinshizubao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ph­îng Minh Chïy	6	1	1746	\spr\item\questkey\fengmingcui.spr	41	1	1	Ph­îng Minh Chïy: T¹o ra ©m thanh nh­ tiÕng ph­¬ng hoµng kªu (§©y lµ nguyªn liÖu cÇn thiÕt ®Ó trïng luyÖn trang bŞ hoµng kim Viªm §Õ)		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thiªn B¶o R­¬ng	6	1	1747	\spr\item\script\item_qianbaoxiang.spr	41	1	1	Dïng chuét ph¶i ®Ó sö dông ®Ó d­îc 1 c¸i Thiªn B¶o R­¬ng.		0	1	0	\script\item\qianbaoxiang.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Tói §¹i Hû Xu©n	6	1	1748	\spr\item\script\pingzi\200805\chuntiandalibao.spr	41	1	1	Tam Niªn §¹i C¸t, B¸ch Niªn §¹i Lîi, Xu©n H¹ Thu §«ng, Vâ L©m §¹i Hû <enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\pingzi\200805\jijielibao.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Tói §¹i Hû H¹	6	1	1749	\spr\item\script\pingzi\200805\xiatiandalibao.spr	41	1	1	Tam Niªn §¹i C¸t, B¸ch Niªn §¹i Lîi, Xu©n H¹ Thu §«ng, Vâ L©m §¹i Hû <enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\pingzi\200805\jijielibao.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Tói §¹i Hû Thu	6	1	1750	\spr\item\script\pingzi\200805\qiutiandalibao.spr	41	1	1	Tam Niªn §¹i C¸t, B¸ch Niªn §¹i Lîi, Xu©n H¹ Thu §«ng, Vâ L©m §¹i Hû <enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\pingzi\200805\jijielibao.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Tói §¹i Hû §«ng	6	1	1751	\spr\item\script\pingzi\200805\dongtiandalibao.spr	41	1	1	Tam Niªn §¹i C¸t, B¸ch Niªn §¹i Lîi, Xu©n H¹ Thu §«ng, Vâ L©m §¹i Hû <enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\pingzi\200805\jijielibao.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Mõng	6	1	1752	\spr\item\script\pingzi\200805\qingzhu.spr	41	2	1	Chóc mõng sinh nhËt Vâ L©m TruyÒn Kú lÇn thø ba.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
VLTK	6	1	1753	\spr\item\script\pingzi\200805\yuenanjianxiayi.spr	41	2	1	Chóc mõng sinh nhËt Vâ L©m TruyÒn Kú lÇn thø ba.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
3	6	1	1754	\spr\item\script\pingzi\200805\3.spr	41	2	1	Chóc mõng sinh nhËt Vâ L©m TruyÒn Kú lÇn thø ba.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Tuæi	6	1	1755	\spr\item\script\pingzi\200805\zhounian.spr	41	2	1	Chóc mõng sinh nhËt Vâ L©m TruyÒn Kú lÇn thø ba.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Phong	6	1	1756	\spr\item\script\pingzi\200805\feng.spr	41	2	1	§ãn chµo phiªn b¶n Phong Háa Liªn Thµnh.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Háa	6	1	1757	\spr\item\script\pingzi\200805\huo.spr	41	2	1	§ãn chµo phiªn b¶n Phong Háa Liªn Thµnh.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Liªn	6	1	1758	\spr\item\script\pingzi\200805\lian.spr	41	2	1	§ãn chµo phiªn b¶n Phong Háa Liªn Thµnh.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
thµnh 	6	1	1759	\spr\item\script\pingzi\200805\cheng.spr	41	2	1	§ãn chµo phiªn b¶n Phong Háa Liªn Thµnh.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
§¹i Hû LÔ Bao	6	1	1760	\spr\item\script\pingzi\200805\daxilibao.spr	41	1	1	l× x× chóc mõng sinh nhËt Vâ L©m TruyÒn Kú lÇn thø ba.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
B¸nh Kem Nh­ ı	6	1	1761	\spr\item\script\pingzi\200805\ruyidanggao.spr	41	1	1	B¸nh kem mõng Vâ L©m TruyÒn Kú trßn 3 tuæi.<enter><color=blue>H¹n sö dông: 24:00 ngµy 31-07-2008<color>		0	1	1	\script\item\pingzi\200805\ruyijixiangdanggao.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
B¸nh Kem C¸t T­êng	6	1	1762	\spr\item\script\pingzi\200805\jixidanggao.spr	41	1	1	B¸nh kem mõng Vâ L©m TruyÒn Kú trßn 3 tuæi.<enter><color=blue>H¹n sö dông: 24:00 ngµy 31-07-2008<color>		0	1	1	\script\item\pingzi\200805\ruyijixiangdanggao.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Háa th¹ch	6	1	1763	\spr\item\questkey\taskobj087.spr	372	1	1	Tèng Kim chuyªn dông, dïng ®Ó ®èt xe l­¬ng ®èi ph­¬ng.		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1764	\spr\item\script\item_chrismasbox.spr	41	1	1	NhÊn chuét ph¶i ®Ó më, cã thÓ ngÉu nhiªn nhËn ®­îc mét viªn HuyÒn Tinh cÊp cao.		0	1	0	\script\item\box_duanwu_xuanjing.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Tiªn Th¶o Lé ®Æc biÖt	6	1	1765	\spr\item\medecine\xiancaolu_sp.spr	370	1	1	Tiªn Th¶o Lé cã hiÖu qu¶ ®Æc biÖt, cã t¸c dông nh©n ®«i kinh nghiÖm trong 8 giê (sö dông nhiÒu c¸i mét lóc sÏ kh«ng cã t¸c dông).		0	1	0	\script\item\xiancaolu_special.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
§¹i B¹ch C©u hoµn	6	1	1766	\spr\item\medecine\baijuwan.spr	19	1	1	Sö dông sÏ ®­îc 8h rêi m¹ng mµ vÉn t¨ng kinh nghiÖm		0	1	0	\script\item\dabaijuwan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	1767	\spr\item\obj_item_jixiang.spr	41	1	1	NhÊn chuét ph¶i ®Ó më, cã thÓ nhËn ®­îc[Ngä Thêi] Kim Phong Thanh D­¬ng Kh«i vµ nh÷ng lÔ phÈm quı gi¸.		0	1	0	\script\item\wushi_gold_jinnang.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Háa Trô	6	1	1768	\spr\item\songjin\sjzh_huo.spr	41	2	2	Tèng Kim chuyªn dông, dïng ®Ó gäi ra Trô háa hç trî cho phe m×nh.		0	1	0	\script\item\battles\sj_wuxingzhu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
B¨ng Trô	6	1	1769	\spr\item\songjin\sjzh_shui.spr	41	2	2	Tèng Kim chuyªn dông, dïng ®Ó gäi ra Trô kim hç trî cho phe m×nh.		0	1	0	\script\item\battles\sj_wuxingzhu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
