0	是否前缀	五行要求	等级要求	属性调整类别	参数1最小值	参数1最大值	参数2最小值	参数2最大值	参数3最小值	参数3最大值	效果说明
新雷防（5级）				229	45	45	-1	-1	0	0	0
新雷防（6级）				229	50	50	-1	-1	0	0	0
新雷防（7级）				229	55	55	-1	-1	0	0	0
新雷防（8级）				229	60	60	-1	-1	0	0	0
新雷防（9级）				229	65	65	-1	-1	0	0	0
新雷防（10级）				229	70	70	-1	-1	0	0	0
新雷防（11级）				229	75	75	-1	-1	0	0	0
新雷防（12级）				229	80	80	-1	-1	0	0	0
新雷防（13级）				229	85	85	-1	-1	0	0	0
新雷防（14级）				229	90	90	-1	-1	0	0	0
新雷防（15级）				229	95	95	-1	-1	0	0	0
新雷防（16级）				229	100	100	-1	-1	0	0	0
新雷防（17级）				229	105	105	-1	-1	0	0	0
新雷防（18级）				229	110	110	-1	-1	0	0	0
新雷防（19级）				229	115	115	-1	-1	0	0	0
新雷防（20级）				229	120	120	-1	-1	0	0	0
新火防（1级）				230	25	25	-1	-1	0	0	0
新火防（2级）				230	30	30	-1	-1	0	0	0
新火防（3级）				230	35	35	-1	-1	0	0	0
新火防（4级）				230	40	40	-1	-1	0	0	0
新火防（5级）				230	45	45	-1	-1	0	0	0
新火防（6级）				230	50	50	-1	-1	0	0	0
新火防（7级）				230	55	55	-1	-1	0	0	0
新火防（8级）				230	60	60	-1	-1	0	0	0
新火防（9级）				230	65	65	-1	-1	0	0	0
新火防（10级）				230	70	70	-1	-1	0	0	0
新火防（11级）				230	75	75	-1	-1	0	0	0
新火防（12级）				230	80	80	-1	-1	0	0	0
新火防（13级）				230	85	85	-1	-1	0	0	0
新火防（14级）				230	90	90	-1	-1	0	0	0
新火防（15级）				230	95	95	-1	-1	0	0	0
新火防（16级）				230	100	100	-1	-1	0	0	0
新火防（17级）				230	105	105	-1	-1	0	0	0
新火防（18级）				230	110	110	-1	-1	0	0	0
新火防（19级）				230	115	115	-1	-1	0	0	0
新火防（20级）				230	120	120	-1	-1	0	0	0
新普防（1级）				231	25	25	-1	-1	0	0	0
新普防（2级）				231	30	30	-1	-1	0	0	0
新普防（3级）				231	35	35	-1	-1	0	0	0
新普防（4级）				231	40	40	-1	-1	0	0	0
新普防（5级）				231	45	45	-1	-1	0	0	0
新普防（6级）				231	50	50	-1	-1	0	0	0
新普防（7级）				231	55	55	-1	-1	0	0	0
新普防（8级）				231	60	60	-1	-1	0	0	0
新普防（9级）				231	65	65	-1	-1	0	0	0
新普防（10级）				231	70	70	-1	-1	0	0	0
新普防（11级）				231	75	75	-1	-1	0	0	0
新普防（12级）				231	80	80	-1	-1	0	0	0
新普防（13级）				231	85	85	-1	-1	0	0	0
新普防（14级）				231	90	90	-1	-1	0	0	0
新普防（15级）				231	95	95	-1	-1	0	0	0
新普防（16级）				231	100	100	-1	-1	0	0	0
新普防（17级）				231	105	105	-1	-1	0	0	0
新普防（18级）				231	110	110	-1	-1	0	0	0
新普防（19级）				231	115	115	-1	-1	0	0	0
新普防（20级）				231	120	120	-1	-1	0	0	0
新冰防（1级）				232	25	25	-1	-1	0	0	0
新冰防（2级）				232	30	30	-1	-1	0	0	0
新冰防（3级）				232	35	35	-1	-1	0	0	0
新冰防（4级）				232	40	40	-1	-1	0	0	0
新冰防（5级）				232	45	45	-1	-1	0	0	0
新冰防（6级）				232	50	50	-1	-1	0	0	0
新冰防（7级）				232	55	55	-1	-1	0	0	0
新冰防（8级）				232	60	60	-1	-1	0	0	0
新冰防（9级）				232	65	65	-1	-1	0	0	0
新冰防（10级）				232	70	70	-1	-1	0	0	0
新冰防（11级）				232	75	75	-1	-1	0	0	0
新冰防（12级）				232	80	80	-1	-1	0	0	0
新冰防（13级）				232	85	85	-1	-1	0	0	0
新冰防（14级）				232	90	90	-1	-1	0	0	0
新冰防（15级）				232	95	95	-1	-1	0	0	0
新冰防（16级）				232	100	100	-1	-1	0	0	0
新冰防（17级）				232	105	105	-1	-1	0	0	0
新冰防（18级）				232	110	110	-1	-1	0	0	0
新冰防（19级）				232	115	115	-1	-1	0	0	0
新冰防（20级）				232	120	120	-1	-1	0	0	0
新生命（1级）				233	200	200	-1	-1	0	0	0
新生命（2级）				233	280	280	-1	-1	0	0	0
新生命（3级）				233	360	360	-1	-1	0	0	0
新生命（4级）				233	440	440	-1	-1	0	0	0
新生命（5级）				233	520	520	-1	-1	0	0	0
新生命（6级）				233	600	600	-1	-1	0	0	0
新生命（7级）				233	680	680	-1	-1	0	0	0
新生命（8级）				233	760	760	-1	-1	0	0	0
新生命（9级）				233	840	840	-1	-1	0	0	0
新生命（10级）				233	920	920	-1	-1	0	0	0
新生命（11级）				233	1000	1000	-1	-1	0	0	0
新生命（12级）				233	1080	1080	-1	-1	0	0	0
新生命（13级）				233	1160	1160	-1	-1	0	0	0
新生命（14级）				233	1240	1240	-1	-1	0	0	0
新生命（15级）				233	1320	1320	-1	-1	0	0	0
新生命（16级）				233	1400	1400	-1	-1	0	0	0
新生命（17级）				233	1480	1480	-1	-1	0	0	0
新生命（18级）				233	1560	1560	-1	-1	0	0	0
新生命（19级）				233	1640	1640	-1	-1	0	0	0
新生命（20级）				233	1720	1720	-1	-1	0	0	0
新内力（1级）				235	200	200	-1	-1	0	0	0
新内力（2级）				235	280	280	-1	-1	0	0	0
新内力（3级）				235	360	360	-1	-1	0	0	0
新内力（4级）				235	440	440	-1	-1	0	0	0
新内力（5级）				235	520	520	-1	-1	0	0	0
新内力（6级）				235	600	600	-1	-1	0	0	0
新内力（7级）				235	680	680	-1	-1	0	0	0
新内力（8级）				235	760	760	-1	-1	0	0	0
新内力（9级）				235	840	840	-1	-1	0	0	0
新内力（10级）				235	920	920	-1	-1	0	0	0
新内力（11级）				235	1000	1000	-1	-1	0	0	0
新内力（12级）				235	1080	1080	-1	-1	0	0	0
新内力（13级）				235	1160	1160	-1	-1	0	0	0
新内力（14级）				235	1240	1240	-1	-1	0	0	0
新内力（15级）				235	1320	1320	-1	-1	0	0	0
新内力（16级）				235	1400	1400	-1	-1	0	0	0
新内力（17级）				235	1480	1480	-1	-1	0	0	0
新内力（18级）				235	1560	1560	-1	-1	0	0	0
新内力（19级）				235	1640	1640	-1	-1	0	0	0
新内力（20级）				235	1720	1720	-1	-1	0	0	0
新全抗（1级）				241	10	10	-1	-1	0	0	0
新全抗（2级）				241	12	12	-1	-1	0	0	0
新全抗（3级）				241	14	14	-1	-1	0	0	0
新全抗（4级）				241	16	16	-1	-1	0	0	0
新全抗（5级）				241	18	18	-1	-1	0	0	0
新全抗（6级）				241	20	20	-1	-1	0	0	0
新全抗（7级）				241	22	22	-1	-1	0	0	0
新全抗（8级）				241	24	24	-1	-1	0	0	0
新全抗（9级）				241	26	26	-1	-1	0	0	0
新全抗（10级）				241	28	28	-1	-1	0	0	0
新全抗（11级）				241	30	30	-1	-1	0	0	0
新全抗（12级）				241	32	32	-1	-1	0	0	0
新全抗（13级）				241	34	34	-1	-1	0	0	0
新全抗（14级）				241	36	36	-1	-1	0	0	0
新全抗（15级）				241	38	38	-1	-1	0	0	0
新全抗（16级）				241	40	40	-1	-1	0	0	0
新全抗（17级）				241	42	42	-1	-1	0	0	0
新全抗（18级）				241	44	44	-1	-1	0	0	0
新全抗（19级）				241	46	46	-1	-1	0	0	0
新全抗（20级）				241	48	48	-1	-1	0	0	0
新抵消伤害5_10（1级）				237	10	10	-1	-1	0	0	0
新抵消伤害10_15（2级）				237	15	15	-1	-1	0	0	0
新抵消伤害15_20（3级）				237	20	20	-1	-1	0	0	0
新抵消伤害20_25（4级）				237	25	25	-1	-1	0	0	0
新抵消伤害25_30（5级）				237	30	30	-1	-1	0	0	0
新抵消伤害30_35（6级）				237	35	35	-1	-1	0	0	0
新抵消伤害35_40（7级）				237	40	40	-1	-1	0	0	0
新抵消伤害40_45（8级）				237	45	45	-1	-1	0	0	0
新抵消伤害45_50（9级）				237	50	50	-1	-1	0	0	0
新抵消伤害50_55（10级）				237	55	55	-1	-1	0	0	0
新抵消伤害55_60（11级）				237	60	60	-1	-1	0	0	0
新抵消伤害60_65（12级）				237	65	65	-1	-1	0	0	0
新抵消伤害65_70（13级）				237	70	70	-1	-1	0	0	0
新抵消伤害70_75（14级）				237	75	75	-1	-1	0	0	0
新抵消伤害75_80（15级）				237	80	80	-1	-1	0	0	0
新抵消伤害80_85（16级）				237	85	85	-1	-1	0	0	0
新抵消伤害85_90（17级）				237	90	90	-1	-1	0	0	0
新抵消伤害90_95（18级）				237	95	95	-1	-1	0	0	0
新抵消伤害95_100（19级）				237	100	100	-1	-1	0	0	0
新抵消伤害100_105（20级）				237	105	105	-1	-1	0	0	0
新外功攻速13（1级）				239	13	13	-1	-1	0	0	0
新外功攻速21（2级）				239	21	21	-1	-1	0	0	0
新外功攻速29（3级）				239	29	29	-1	-1	0	0	0
新外功攻速39（4级）				239	39	39	-1	-1	0	0	0
新外功攻速51（5级）				239	51	51	-1	-1	0	0	0
新外功攻速64（6级）				239	64	64	-1	-1	0	0	0
新外功攻速81（7级）				239	81	81	-1	-1	0	0	0
新外功攻速101（8级）				239	101	101	-1	-1	0	0	0
新外功攻速126（9级）				239	126	126	-1	-1	0	0	0
新外功攻速158（10级）				239	158	158	-1	-1	0	0	0
新外功攻速201（11级）				239	201	201	-1	-1	0	0	0
新外功攻速261（12级）				239	261	261	-1	-1	0	0	0
新外功攻速351（13级）				239	351	351	-1	-1	0	0	0
新外功攻速351（14级）				239	351	351	-1	-1	0	0	0
新外功攻速351（15级）				239	351	351	-1	-1	0	0	0
新外功攻速351（16级）				239	351	351	-1	-1	0	0	0
新外功攻速351（17级）				239	351	351	-1	-1	0	0	0
新外功攻速351（18级）				239	351	351	-1	-1	0	0	0
新外功攻速351（19级）				239	351	351	-1	-1	0	0	0
新外功攻速351（20级）				239	351	351	-1	-1	0	0	0
新内功攻速13（1级）				240	13	13	-1	-1	0	0	0
新内功攻速21（2级）				240	21	21	-1	-1	0	0	0
新内功攻速29（3级）				240	29	29	-1	-1	0	0	0
新内功攻速39（4级）				240	39	39	-1	-1	0	0	0
新内功攻速51（5级）				240	51	51	-1	-1	0	0	0
新内功攻速64（6级）				240	64	64	-1	-1	0	0	0
新内功攻速81（7级）				240	81	81	-1	-1	0	0	0
新内功攻速101（8级）				240	101	101	-1	-1	0	0	0
新内功攻速126（9级）				240	126	126	-1	-1	0	0	0
新内功攻速158（10级）				240	158	158	-1	-1	0	0	0
新内功攻速201（11级）				240	201	201	-1	-1	0	0	0
新内功攻速261（12级）				240	261	261	-1	-1	0	0	0
新内功攻速351（13级）				240	351	351	-1	-1	0	0	0
新内功攻速351（14级）				240	351	351	-1	-1	0	0	0
新内功攻速351（15级）				240	351	351	-1	-1	0	0	0
新内功攻速351（16级）				240	351	351	-1	-1	0	0	0
新内功攻速351（17级）				240	351	351	-1	-1	0	0	0
新内功攻速351（18级）				240	351	351	-1	-1	0	0	0
新内功攻速351（19级）				240	351	351	-1	-1	0	0	0
新内功攻速351（20级）				240	351	351	-1	-1	0	0	0
原普点数(1级)				121	1	1	-1	-1	0	0	0
原普点数(2级)				121	5	5	-1	-1	0	0	0
原普点数(3级)				121	20	20	-1	-1	0	0	0
原普点数(4级)				121	30	30	-1	-1	0	0	0
原普点数(5级)				121	40	40	-1	-1	0	0	0
原普点数(6级)				121	50	50	-1	-1	0	0	0
原普点数(7级)				121	60	60	-1	-1	0	0	0
原普点数(8级)				121	65	65	-1	-1	0	0	0
原普点数(9级)				121	85	85	-1	-1	0	0	0
原普点数(10级)				121	90	90	-1	-1	0	0	0
原普点数(11级)				121	100	100	-1	-1	0	0	0
原普点数(12级)				121	110	110	-1	-1	0	0	0
原普点数(13级)				121	120	120	-1	-1	0	0	0
原普点数(14级)				121	130	130	-1	-1	0	0	0
原普点数(15级)				121	140	140	-1	-1	0	0	0
原普点数(16级)				121	150	150	-1	-1	0	0	0
原普点数(17级)				121	160	160	-1	-1	0	0	0
原普点数(18级)				121	170	170	-1	-1	0	0	0
原普点数(19级)				121	180	180	-1	-1	0	0	0
原普点数(20级)				121	190	190	-1	-1	0	0	0
原内毒点伤（1级）				172	80	80	-1	-1	0	0	0
原内毒点伤（2级）				172	120	120	-1	-1	0	0	0
原内毒点伤（3级）				172	160	160	-1	-1	0	0	0
原内毒点伤（4级）				172	200	200	-1	-1	0	0	0
原内毒点伤（5级）				172	240	240	-1	-1	0	0	0
原内毒点伤（6级）				172	280	280	-1	-1	0	0	0
原内毒点伤（7级）				172	320	320	-1	-1	0	0	0
原内毒点伤（8级）				172	360	360	-1	-1	0	0	0
原内毒点伤（9级）				172	400	400	-1	-1	0	0	0
原内毒点伤（10级）				172	440	440	-1	-1	0	0	0
原内毒点伤（11级）				172	480	480	-1	-1	0	0	0
原内毒点伤（12级）				172	520	520	-1	-1	0	0	0
原内毒点伤（13级）				172	560	560	-1	-1	0	0	0
原内毒点伤（14级）				172	600	600	-1	-1	0	0	0
原内毒点伤（15级）				172	640	640	-1	-1	0	0	0
原内毒点伤（16级）				172	680	680	-1	-1	0	0	0
原内毒点伤（17级）				172	720	720	-1	-1	0	0	0
原内毒点伤（18级）				172	760	760	-1	-1	0	0	0
原内毒点伤（19级）				172	800	800	-1	-1	0	0	0
原内毒点伤（20级）				172	840	840	-1	-1	0	0	0
原内冰点伤（1级）				169	400	400	-1	-1	0	0	0
原内冰点伤（2级）				169	500	500	-1	-1	0	0	0
原内冰点伤（3级）				169	600	600	-1	-1	0	0	0
原内冰点伤（4级）				169	700	700	-1	-1	0	0	0
原内冰点伤（5级）				169	800	800	-1	-1	0	0	0
原内冰点伤（6级）				169	900	900	-1	-1	0	0	0
原内冰点伤（7级）				169	1000	1000	-1	-1	0	0	0
原内冰点伤（8级）				169	1100	1100	-1	-1	0	0	0
原内冰点伤（9级）				169	1200	1200	-1	-1	0	0	0
原内冰点伤（10级）				169	1300	1300	-1	-1	0	0	0
原内冰点伤（11级）				169	1400	1400	-1	-1	0	0	0
原内冰点伤（12级）				169	1500	1500	-1	-1	0	0	0
原内冰点伤（13级）				169	1600	1600	-1	-1	0	0	0
原内冰点伤（14级）				169	1700	1700	-1	-1	0	0	0
原内冰点伤（15级）				169	1800	1800	-1	-1	0	0	0
原内冰点伤（16级）				169	1900	1900	-1	-1	0	0	0
原内冰点伤（17级）				169	2000	2000	-1	-1	0	0	0
原内冰点伤（18级）				169	2100	2100	-1	-1	0	0	0
原内冰点伤（19级）				169	2200	2200	-1	-1	0	0	0
原内冰点伤（20级）				169	2300	2300	-1	-1	0	0	0
原内火点伤（1级）				170	400	400	-1	-1	0	0	0
原内火点伤（2级）				170	500	500	-1	-1	0	0	0
原内火点伤（3级）				170	600	600	-1	-1	0	0	0
原内火点伤（4级）				170	700	700	-1	-1	0	0	0
原内火点伤（5级）				170	800	800	-1	-1	0	0	0
原内火点伤（6级）				170	900	900	-1	-1	0	0	0
原内火点伤（7级）				170	1000	1000	-1	-1	0	0	0
原内火点伤（8级）				170	1100	1100	-1	-1	0	0	0
原内火点伤（9级）				170	1200	1200	-1	-1	0	0	0
原内火点伤（10级）				170	1300	1300	-1	-1	0	0	0
原内火点伤（11级）				170	1400	1400	-1	-1	0	0	0
原内火点伤（12级）				170	1500	1500	-1	-1	0	0	0
原内火点伤（13级）				170	1600	1600	-1	-1	0	0	0
原内火点伤（14级）				170	1700	1700	-1	-1	0	0	0
原内火点伤（15级）				170	1800	1800	-1	-1	0	0	0
原内火点伤（16级）				170	1900	1900	-1	-1	0	0	0
原内火点伤（17级）				170	2000	2000	-1	-1	0	0	0
原内火点伤（18级）				170	2100	2100	-1	-1	0	0	0
原内火点伤（19级）				170	2200	2200	-1	-1	0	0	0
原内火点伤（20级）				170	2300	2300	-1	-1	0	0	0
原内电点伤（1级）				171	400	400	-1	-1	0	0	0
原内电点伤（2级）				171	500	500	-1	-1	0	0	0
原内电点伤（3级）				171	600	600	-1	-1	0	0	0
原内电点伤（4级）				171	700	700	-1	-1	0	0	0
原内电点伤（5级）				171	800	800	-1	-1	0	0	0
原内电点伤（6级）				171	900	900	-1	-1	0	0	0
原内电点伤（7级）				171	1000	1000	-1	-1	0	0	0
原内电点伤（8级）				171	1100	1100	-1	-1	0	0	0
原内电点伤（9级）				171	1200	1200	-1	-1	0	0	0
原内电点伤（10级）				171	1300	1300	-1	-1	0	0	0
原内电点伤（11级）				171	1400	1400	-1	-1	0	0	0
原内电点伤（12级）				171	1500	1500	-1	-1	0	0	0
原内电点伤（13级）				171	1600	1600	-1	-1	0	0	0
原内电点伤（14级）				171	1700	1700	-1	-1	0	0	0
原内电点伤（15级）				171	1800	1800	-1	-1	0	0	0
原内电点伤（16级）				171	1900	1900	-1	-1	0	0	0
原内电点伤（17级）				171	2000	2000	-1	-1	0	0	0
原内电点伤（18级）				171	2100	2100	-1	-1	0	0	0
原内电点伤（19级）				171	2200	2200	-1	-1	0	0	0
原内电点伤（20级）				171	2300	2300	-1	-1	0	0	0
原减少中毒时间（1级）				108	10	10	-1	-1	0	0	0
原减少中毒时间（2级）				108	10	10	-1	-1	0	0	0
原减少中毒时间（3级）				108	10	10	-1	-1	0	0	0
原减少中毒时间（4级）				108	20	20	-1	-1	0	0	0
原减少中毒时间（5级）				108	30	30	-1	-1	0	0	0
原减少中毒时间（6级）				108	40	40	-1	-1	0	0	0
原减少中毒时间（7级）				108	50	50	-1	-1	0	0	0
原减少中毒时间（8级）				108	60	60	-1	-1	0	0	0
原减少中毒时间（9级）				108	70	70	-1	-1	0	0	0
原减少中毒时间（10级）				108	80	80	-1	-1	0	0	0
原减少中毒时间（11级）				108	90	90	-1	-1	0	0	0
原减少中毒时间（12级）				108	90	90	-1	-1	0	0	0
原减少中毒时间（13级）				108	95	95	-1	-1	0	0	0
原减少中毒时间（14级）				108	120	120	-1	-1	0	0	0
原减少中毒时间（15级）				108	130	130	-1	-1	0	0	0
原减少中毒时间（16级）				108	140	140	-1	-1	0	0	0
原减少中毒时间（17级）				108	150	150	-1	-1	0	0	0
原减少中毒时间（18级）				108	160	160	-1	-1	0	0	0
原减少中毒时间（19级）				108	170	170	-1	-1	0	0	0
原减少中毒时间（20级）				108	180	180	-1	-1	0	0	0
原减少眩晕时间（1级）				110	10	10	-1	-1	0	0	0
原减少眩晕时间（2级）				110	10	10	-1	-1	0	0	0
原减少眩晕时间（3级）				110	10	10	-1	-1	0	0	0
原减少眩晕时间（4级）				110	20	20	-1	-1	0	0	0
原减少眩晕时间（5级）				110	30	30	-1	-1	0	0	0
原减少眩晕时间（6级）				110	40	40	-1	-1	0	0	0
原减少眩晕时间（7级）				110	50	50	-1	-1	0	0	0
原减少眩晕时间（8级）				110	60	60	-1	-1	0	0	0
原减少眩晕时间（9级）				110	70	70	-1	-1	0	0	0
原减少眩晕时间（10级）				110	80	80	-1	-1	0	0	0
原减少眩晕时间（11级）				110	90	90	-1	-1	0	0	0
原减少眩晕时间（12级）				110	90	90	-1	-1	0	0	0
原减少眩晕时间（13级）				110	95	95	-1	-1	0	0	0
原减少眩晕时间（14级）				110	120	120	-1	-1	0	0	0
原减少眩晕时间（15级）				110	130	130	-1	-1	0	0	0
原减少眩晕时间（16级）				110	140	140	-1	-1	0	0	0
原减少眩晕时间（17级）				110	150	150	-1	-1	0	0	0
原减少眩晕时间（18级）				110	160	160	-1	-1	0	0	0
原减少眩晕时间（19级）				110	170	170	-1	-1	0	0	0
原减少眩晕时间（20级）				110	180	180	-1	-1	0	0	0
原减少冰冻时间（1级）				106	10	10	-1	-1	0	0	0
原减少冰冻时间（2级）				106	10	10	-1	-1	0	0	0
原减少冰冻时间（3级）				106	10	10	-1	-1	0	0	0
原减少冰冻时间（4级）				106	20	20	-1	-1	0	0	0
原减少冰冻时间（5级）				106	30	30	-1	-1	0	0	0
原减少冰冻时间（6级）				106	40	40	-1	-1	0	0	0
原减少冰冻时间（7级）				106	50	50	-1	-1	0	0	0
原减少冰冻时间（8级）				106	60	60	-1	-1	0	0	0
原减少冰冻时间（9级）				106	70	70	-1	-1	0	0	0
原减少冰冻时间（10级）				106	80	80	-1	-1	0	0	0
原减少冰冻时间（11级）				106	90	90	-1	-1	0	0	0
原减少冰冻时间（12级）				106	90	90	-1	-1	0	0	0
原减少冰冻时间（13级）				106	95	95	-1	-1	0	0	0
原减少冰冻时间（14级）				106	120	120	-1	-1	0	0	0
原减少冰冻时间（15级）				106	130	130	-1	-1	0	0	0
原减少冰冻时间（16级）				106	140	140	-1	-1	0	0	0
原减少冰冻时间（17级）				106	150	150	-1	-1	0	0	0
原减少冰冻时间（18级）				106	160	160	-1	-1	0	0	0
原减少冰冻时间（19级）				106	170	170	-1	-1	0	0	0
原减少冰冻时间（20级）				106	180	180	-1	-1	0	0	0
新打击回复（1级）				245	9	9	-1	-1	0	0	0
新打击回复（2级）				245	17	17	-1	-1	0	0	0
新打击回复（3级）				245	26	26	-1	-1	0	0	0
新打击回复（4级）				245	34	34	-1	-1	0	0	0
新打击回复（5级）				245	42	42	-1	-1	0	0	0
新打击回复（6级）				245	51	51	-1	-1	0	0	0
新打击回复（7级）				245	59	59	-1	-1	0	0	0
新打击回复（8级）				245	67	67	-1	-1	0	0	0
新打击回复（9级）				245	76	76	-1	-1	0	0	0
新打击回复（10级）				245	84	84	-1	-1	0	0	0
新打击回复（11级）				245	92	92	-1	-1	0	0	0
新打击回复（12级）				245	100	100	-1	-1	0	0	0
新打击回复（13级）				245	100	100	-1	-1	0	0	0
新打击回复（14级）				245	100	100	-1	-1	0	0	0
新打击回复（15级）				245	100	100	-1	-1	0	0	0
新打击回复（16级）				245	100	100	-1	-1	0	0	0
新打击回复（17级）				245	100	100	-1	-1	0	0	0
新打击回复（18级）				245	100	100	-1	-1	0	0	0
新打击回复（19级）				245	100	100	-1	-1	0	0	0
新打击回复（20级）				245	100	100	-1	-1	0	0	0
原跑速（1级）				111	30	30	-1	-1	0	0	0
原跑速（2级）				111	35	35	-1	-1	0	0	0
原跑速（3级）				111	40	40	-1	-1	0	0	0
原跑速（4级）				111	45	45	-1	-1	0	0	0
原跑速（5级）				111	50	50	-1	-1	0	0	0
原跑速（6级）				111	55	55	-1	-1	0	0	0
原跑速（7级）				111	60	60	-1	-1	0	0	0
原跑速（8级）				111	65	65	-1	-1	0	0	0
原跑速（9级）				111	70	70	-1	-1	0	0	0
原跑速（10级）				111	75	75	-1	-1	0	0	0
原跑速（11级）				111	80	80	-1	-1	0	0	0
原跑速（12级）				111	85	85	-1	-1	0	0	0
原跑速（13级）				111	90	90	-1	-1	0	0	0
原跑速（14级）				111	95	95	-1	-1	0	0	0
原跑速（15级）				111	100	100	-1	-1	0	0	0
原跑速（16级）				111	105	105	-1	-1	0	0	0
原跑速（17级）				111	110	110	-1	-1	0	0	0
原跑速（18级）				111	115	115	-1	-1	0	0	0
原跑速（19级）				111	120	120	-1	-1	0	0	0
原跑速（20级）				111	125	125	-1	-1	0	0	0
原重击（1级）				227	1	1	-1	-1	0	0	0
原重击（2级）				227	1	1	-1	-1	0	0	0
原重击（3级）				227	1	1	-1	-1	0	0	0
原重击（4级）				227	1	1	-1	-1	0	0	0
原重击（5级）				227	1	1	-1	-1	0	0	0
原重击（6级）				227	2	2	-1	-1	0	0	0
原重击（7级）				227	2	2	-1	-1	0	0	0
原重击（8级）				227	3	3	-1	-1	0	0	0
原重击（9级）				227	3	3	-1	-1	0	0	0
原重击（10级）				227	4	4	-1	-1	0	0	0
原重击（11级）				227	4	4	-1	-1	0	0	0
原重击（12级）				227	5	5	-1	-1	0	0	0
原重击（13级）				227	5	5	-1	-1	0	0	0
原重击（14级）				227	6	6	-1	-1	0	0	0
原重击（15级）				227	6	6	-1	-1	0	0	0
原重击（16级）				227	7	7	-1	-1	0	0	0
原重击（17级）				227	7	7	-1	-1	0	0	0
原重击（18级）				227	8	8	-1	-1	0	0	0
原重击（19级）				227	8	8	-1	-1	0	0	0
原重击（20级）				227	9	9	-1	-1	0	0	0
原格挡（1级）				226	1	1	-1	-1	0	0	0
原格挡（2级）				226	1	1	-1	-1	0	0	0
原格挡（3级）				226	1	1	-1	-1	0	0	0
原格挡（4级）				226	1	1	-1	-1	0	0	0
原格挡（5级）				226	1	1	-1	-1	0	0	0
原格挡（6级）				226	2	2	-1	-1	0	0	0
原格挡（7级）				226	2	2	-1	-1	0	0	0
原格挡（8级）				226	3	3	-1	-1	0	0	0
原格挡（9级）				226	3	3	-1	-1	0	0	0
原格挡（10级）				226	4	4	-1	-1	0	0	0
原格挡（11级）				226	4	4	-1	-1	0	0	0
原格挡（12级）				226	5	5	-1	-1	0	0	0
原格挡（13级）				226	5	5	-1	-1	0	0	0
原格挡（14级）				226	6	6	-1	-1	0	0	0
原格挡（15级）				226	6	6	-1	-1	0	0	0
原格挡（16级）				226	7	7	-1	-1	0	0	0
原格挡（17级）				226	7	7	-1	-1	0	0	0
原格挡（18级）				226	8	8	-1	-1	0	0	0
原格挡（19级）				226	8	8	-1	-1	0	0	0
原格挡（20级）				226	9	9	-1	-1	0	0	0
原外冰点数（1级）				123	20	20	-1	-1	0	0	0
原外冰点数（2级）				123	30	30	-1	-1	0	0	0
原外冰点数（3级）				123	40	40	-1	-1	0	0	0
原外冰点数（4级）				123	50	50	-1	-1	0	0	0
