SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	IsSaveCd	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
Thiªn §Þa V« Cùc 	C«ng kÝch néi c«ng 	365	902	0	\spr\Ui\skill\ÌìµØÎÞ¼¶.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	470	0	0	0	5	6	173	-1	1	1	11	1	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	1		0					0	0	1	4	1	\script\skill\wudang.lua	lightingdamage_v	tiandi_wuji	skill_attackradius	tiandi_wuji	skill_cost_v	tiandi_wuji	stun_p	tiandi_wuji	addskilldamage1	tiandi_wuji	missle_lifetime_v	tiandi_wuji	addskillexp1	tiandi_wuji	skill_skillexp_v	tiandi_wuji	seriesdamage_p	tiandi_wuji		tiandi_wuji		tiandi_wuji		tiandi_wuji		tiandi_wuji		tiandi_wuji		tiandi_wuji		tiandi_wuji		tiandi_wuji		tiandi_wuji		tiandi_wuji		tiandi_wuji		Vâ §ang QuyÒn Ph¸p tèi cao, liªn tôc xuÊt chiªu tiªu diÖt ®èi ph­¬ng.
Th¸i Cùc V« ý 	C«ng kÝch néi c«ng 	366		0	\spr\Ui\skill\ÌìµØÎÞ¼¶.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	470	0	0	0	5	6	174	-1	1	1	11	1	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	377	80	20	-2	1	0	0	1		0					0	0	0	4	1	\script\skill\wudang.lua	stun_p	taiji_wuyi	skill_eventskilllevel	taiji_wuyi	skill_vanishedevent	taiji_wuyi	skill_showevent	taiji_wuyi	seriesdamage_p	taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		taiji_wuyi		Vâ §ang TuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng.
KiÕm KhÝ Tung Hoµnh 	C«ng kÝch néi c«ng 	367		0	\spr\Ui\skill\ÌìµØÎÞ¼¶.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	0	0	0	0	0	2	0	400	0	1	0	5	3	172	-1	8	1	11	1	0	9		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	366	0	0	80	20	-2	1	0	0	0		0					0	0	0	4	1	\script\skill\wudang.lua	lightingdamage_v	jianqi_zongheng	skill_eventskilllevel	jianqi_zongheng	skill_collideevent	jianqi_zongheng	skill_showevent	jianqi_zongheng	seriesdamage_p	jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		Vâ §ang KiÕm Ph¸p tèi cao,s¸t th­¬ng trªn diÖn réng.
Nh©n KiÕm Hîp NhÊt  	C«ng kÝch ngo¹i c«ng  	368	901	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_33.spr		\sound\skill\sound_k003.wav	0	0	0	0	0	1	90	5	2	6	5	1	175	-1	3	1	10	1	1	0		0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	371	0	0	0	0	0	0	0	80	20	0	1	35	0	0		0					0	0	1	4	1	\script\skill\wudang.lua	physicsenhance_p	renjian_heyi	attackrating_p	renjian_heyi	stealmana_p	renjian_heyi	deadlystrike_p	renjian_heyi	lightingdamage_v	renjian_heyi	missle_speed_v	renjian_heyi	skill_attackradius	renjian_heyi	skill_cost_v	renjian_heyi	skill_eventskilllevel	renjian_heyi	skill_collideevent	renjian_heyi	skill_startevent	renjian_heyi	skill_showevent	renjian_heyi	addskillexp1	renjian_heyi	skill_skillexp_v	renjian_heyi	missle_lifetime_v	renjian_heyi	seriesdamage_p	renjian_heyi	addskilldamage1	renjian_heyi		renjian_heyi		renjian_heyi		renjian_heyi		KiÕm ph¸p tuyÖt ®Ønh, c«ng thñ toµn diÖn.
Minh NguyÖt V« T©m 	C«ng kÝch néi c«ng 	369		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_13.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	0	480	0	0	0	5	1	183	-1	1	1	10	1	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	370	20	20	-2	1	0	0	0		0					0	0	0	-1	1	\script\skill\wudang.lua	lightingdamage_v		skill_cost_v		seriesdamage_p																																					Trung cÊp chiªu thøc, s¸t th­¬ng trªn diÖn réng.
V¹n KiÕm TÒ Ph¸t 	C«ng kÝch néi c«ng 	370		0		\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	2	0	400	0	0	0	5	1	177	-1	1	1	10	1	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0		0					0	0	0	-1	1	\script\skill\wudang.lua	lightingdamage_v		skill_cost_v																																							Trung cÊp chiªu thøc, s¸t th­¬ng trong ph¹m vi nhá.
Th¸i Cùc KiÕm ý 	C«ng kÝch néi c«ng 	371		0		\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	470	0	0	0	5	7	176	-1	1	1	10	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	1		0					0	0	0	4	1	\script\skill\wudang.lua		taiji_jianyi	stun_p	taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		Vâ §ang TuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng.
Ng¹o TuyÕt Tiªu Phong 	C«ng kÝch néi c«ng 	372	1001	0	\spr\Ui\skill\°ÁÑ©Ð¥Ìì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	400	0	0	0	5	1	178	-1	1	1	11	1	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	1	1	0	0	0		0					0	0	1	4	1	\script\skill\kunlun.lua	physicsenhance_p	aoxue_xiaofeng	missle_speed_v	aoxue_xiaofeng	skill_attackradius	aoxue_xiaofeng	skill_cost_v	aoxue_xiaofeng	skill_eventskilllevel	aoxue_xiaofeng	lightingdamage_v	aoxue_xiaofeng	skill_collideevent	aoxue_xiaofeng	skill_showevent	aoxue_xiaofeng	addskillexp1	aoxue_xiaofeng	skill_skillexp_v	aoxue_xiaofeng	seriesdamage_p	aoxue_xiaofeng	stun_p	aoxue_xiaofeng	addskilldamage1	aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		§ao ph¸p cao cÊp, hiÖu qu¶ s¸t th­¬ng cùc cao.
KhiÕu Phong Tam Liªn KÝch	C«ng kÝch néi c«ng 	373		0	\spr\Ui\skill\°ÁÑ©Ð¥Ìì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	470	0	0	0	5	7	179	-1	1	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	1		0					0	0	0	4	1	\script\skill\kunlun.lua	lightingdamage_v	xiaofeng_sanlianji	seriesdamage_p	xiaofeng_sanlianji	missle_lifetime_v	xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		Vâ §ang TuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng.
Vô Táa C«n L«n 	C«ng kÝch néi c«ng 	374		0	\spr\Ui\skill\À×¶¯¾ÅÌì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	400	0	0	0	5	6	180	-1	1	1	11	1	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	375	0	0	80	20	-2	1	0	0	0		0					0	0	1	4	1	\script\skill\kunlun.lua	lightingdamage_v	wusuo_kunlun	skill_attackradius	wusuo_kunlun	skill_cost_v	wusuo_kunlun	skill_eventskilllevel	wusuo_kunlun	skill_collideevent	wusuo_kunlun	skill_showevent	wusuo_kunlun	addskillexp1	wusuo_kunlun	skill_skillexp_v	wusuo_kunlun	seriesdamage_p	wusuo_kunlun		wusuo_kunlun		wusuo_kunlun		wusuo_kunlun		wusuo_kunlun		wusuo_kunlun		wusuo_kunlun		wusuo_kunlun		wusuo_kunlun		wusuo_kunlun		wusuo_kunlun				KiÕm ph¸p cao cÊp, hiÖu qu¶ s¸t th­¬ng cùc cao.
L«i ®éng Cöu Thiªn 	C«ng kÝch néi c«ng 	375	1002	0	\spr\Ui\skill\À×¶¯¾ÅÌì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	0	0	0	470	0	3	5	5	6	181	-1	4	1	11	1	0	2		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	387	0	0	80	20	-2	1	0	0	0		0					0	0	1	4	1	\script\skill\kunlun.lua	lightingdamage_v	leidong_jiutian	skill_eventskilllevel	leidong_jiutian	skill_collideevent	leidong_jiutian	skill_showevent	leidong_jiutian	skill_cost_v	leidong_jiutian	addskillexp1	leidong_jiutian	skill_skillexp_v	leidong_jiutian	seriesdamage_p	leidong_jiutian	addskilldamage1	leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		Chiªu thøc tèi cao, L«i s¸t trªn diÖn réng.
Tóy Tiªn T¸ Cèt 99	Chñ ®éng hç trî c«ng kÝch	376		2	\spr\Ui\skill\×íÏÉ´í¹Ç.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			25	3	0	2	0	400	0	0	0	5	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\kunlun.lua	fastwalkrun_p	zuixian_cuogu	freezetimereduce_p	zuixian_cuogu	stuntimereduce_p	zuixian_cuogu	lifereplenish_v	zuixian_cuogu	manareplenish_v	zuixian_cuogu	rangedamagereturn_p	zuixian_cuogu	skill_cost_v	zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		C«n L«n T©m ph¸p, lµm gi¶m kh¶ n¨ng miÔn dÞch cña ®èi ph­¬ng.
Né L«i Liªn hoµn KÝch 	C«ng kÝch néi c«ng 	377		0	\spr\Ui\skill\ÌìµØÎÞ¼¶.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	400	0	2	1	5	3	182	-1	4	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	0		0					0	0	0	4	1	\script\skill\wudang.lua	lightingdamage_v	nulei_lianhuanji	seriesdamage_p	nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		nulei_lianhuanji		Vâ §ang vâ c«ng nhËp m«n,tÊn c«ng ®èi ph­¬ng ®¬n lÎ.
Phong Háa Liªn Thiªn 	C«ng kÝch néi c«ng 	378		0	\spr\Ui\skill\ÔÆÁú»÷.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	0	400	0	1	5	4	3	184	-1	8	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	0		128					0	0	0	-1	1	\script\skill\tianren.lua	firedamage_v	fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		fenghuo_liantian		Thiªn NhÉn  trung cÊp chiªu thøc, s¸t th­¬ng trªn diÖn réng.
Ma Viªm T¹i Thiªn  	C«ng kÝch néi c«ng 	379		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_21.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	0	400	0	1	5	4	3	185	-1	16	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	0		128					0	0	0	3	1	\script\skill\tianren.lua	firedamage_v	moyan_zaitian	seriesdamage_p	moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		moyan_zaitian		Thiªn NhÉn  trung cÊp chiªu thøc, s¸t th­¬ng trªn diÖn réng.
Phong S­¬ng To¸i ¶nh 	C«ng kÝch néi c«ng 	380	502	0	\spr\Ui\skill\Ç§·ðÇ§Ò¶.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ð¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	0	0	2	6	186	-1	1	1	11	1	1	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	331	0	0	0	0	0	0	0	80	20	-2	1	80	0	0	0	0	0				0	0	1	2	1	\script\skill\emei.lua	seriesdamage_p	fengshuang_suiying	colddamage_v	fengshuang_suiying	skill_eventskilllevel	fengshuang_suiying	skill_startevent	fengshuang_suiying	skill_showevent	fengshuang_suiying	skill_cost_v	fengshuang_suiying	addskilldamage1	fengshuang_suiying	addskillexp1	fengshuang_suiying	skill_skillexp_v	fengshuang_suiying	addskilldamage2	fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		Nga Mi TuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng 
B¨ng T©m Ngäc L¨ng 	C«ng kÝch néi c«ng 	381		0	\spr\Ui\skill\±ùÐÄÑ©Á«.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ð¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	400	0	1	3	2	7	187	-1	1	1	11	1	1	3		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	382	0	0	50	20	-2	1	80	0	0	0	64	0				0	0	0	2	1	\script\skill\cuiyan.lua	colddamage_v	bingxin_yuling	skill_eventskilllevel	bingxin_yuling		bingxin_yuling	skill_showevent	bingxin_yuling	seriesdamage_p	bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		bingxin_yuling		Nga Mi TuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng 
B¨ng T©m TuyÕt Liªn 	C«ng kÝch néi c«ng 	382		0	\spr\Ui\skill\±ùÐÄÑ©Á«.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ð¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	400	0	2	3	2	7	188	-1	1	1	11	1	1	6		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	10	0	0	0	64	0				0	0	0	2	1	\script\skill\cuiyan.lua	colddamage_v	bingxin_xuelian	seriesdamage_p	bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		Nga Mi TuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng 
Tinh Kh«ng Ph¸ 	C«ng kÝch néi c«ng 	383		0	\spr\Ui\skill\Òõ·çÊ´¹Ç.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\Ììî¸µØÉ·ÊÖf.wav	0	0	0	0	0	420	0	5	4	3	0	204	-1	1	1	11	0	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	32		0					0	0	0	1	1	\script\skill\wudu.lua	poisondamage_v	xingkong_po	seriesdamage_p	tiangang_dushou	xingkong_po	tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		Ngò §éc Chiªu thøc cao cÊp, s¸t th­¬ng §éc trªn diÖn réng.
B¸ch §éc Xuyªn T©m 	C«ng kÝch néi c«ng 	384	401	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_43.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	180	0	1	5	3	7	190	-1	1	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		64		0		2	0	0	0	1	1	\script\skill\wudu.lua	physicsenhance_p	baidu_chuanxin	poisondamage_v	baidu_chuanxin	addskilldamage1	baidu_chuanxin	missle_speed_v	baidu_chuanxin	skill_attackradius	baidu_chuanxin	skill_cost_v	baidu_chuanxin	seriesdamage_p	baidu_chuanxin	addskilldamage2	baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		Ngò §éc §ao ph¸p trung cÊp, §éc s¸t rÊt lîi h¹i.
Th«i Song Väng NguyÖt	C«ng kÝch ngo¹i c«ng  	385	501	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_02.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	0	360	15	0	20	2	1	191	-1	1	1	10	0	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	0	1	0	0	1	0	0	0				0	0	0	2	1	\script\skill\emei.lua	physicsenhance_p	tuichuang_wangyue	colddamage_v	tuichuang_wangyue	deadlystrike_p	tuichuang_wangyue	addskilldamage1	tuichuang_wangyue	missle_speed_v	tuichuang_wangyue	skill_attackradius	tuichuang_wangyue	skill_cost_v	tuichuang_wangyue	seriesdamage_p	tuichuang_wangyue	addskilldamage2	tuichuang_wangyue		tuichuang_wangyue		tuichuang_wangyue		tuichuang_wangyue		tuichuang_wangyue		tuichuang_wangyue		tuichuang_wangyue		tuichuang_wangyue		tuichuang_wangyue		tuichuang_wangyue		tuichuang_wangyue		tuichuang_wangyue		Nga Mi KiÕm ph¸p trung cÊp, dïng kiÕm khÝ s¸t th­¬ng ®èi thñ.
Ngù Phong thuËt	C«ng kÝch néi c«ng 	386		0	\spr\Ui\skill\°ÁÑ©Ð¥Ìì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	300	0	0	0	5	1	192	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	0		0		0		2	0	0	0	4	1	\script\skill\kunlun.lua	physicsenhance_p	yufeng_shu	seriesdamage_p	yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		yufeng_shu		C«n L«n ph¸p thuËt nhËp m«n, s¸t th­¬ng rÊt hiÖu qu¶ 
B×nh §Þa H¸m L«i 	C«ng kÝch néi c«ng 	387		0	\spr\Ui\skill\À×¶¯¾ÅÌì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	400	0	0	0	5	6	193	-1	1	1	11	1	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	0		0					0	0	0	4	1	\script\skill\kunlun.lua	lightingdamage_v	pingdi_hanlei	seriesdamage_p	pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		Vâ §ang vâ c«ng nhËp m«n,tÊn c«ng ®èi ph­¬ng ®¬n lÎ.
Truy Phong §éc C¸t 	C«ng kÝch néi c«ng 	388		0	\spr\Ui\skill\Òõ·çÊ´¹Ç.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	180	0	1	3	3	3	194	-1	32	1	11	0	0	5		0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		128					0	0	0	1	1	\script\skill\wudu.lua	poisondamage_v	zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		zhuifeng_duji		Ngò §éc vâ c«ng nhËp m«n, s¸t th­¬ng ®èi ph­¬ng ®¬n lÎ.
