名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1(0级)	魔法属性索引1(10级)	魔法属性索引2(0级)	魔法属性索引2(10级)	魔法属性索引3(0级)	魔法属性索引3(10级)	魔法属性索引4(0级)	魔法属性索引4(10级)	魔法属性索引5(0级)	魔法属性索引5(10级)	魔法属性索引6(0级)	魔法属性索引6(10级)	所在套装	6级技能ID	10级技能ID	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2
[限时]霜晶之天清冰晶手	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	白金装备	3	2000	10	0	30	140	140	31	80	80																36	90	32	110	39	9							4		349		270		313		6		268		26						
[限时]霜晶之风暴指环	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	白金装备	1	2000	10	0																						36	80	39	9									129		130										26						
[限时]雷穹之寒松冰柏冠	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	白金装备	4	2000	10	0	30	315	315	31	85	85																36	95	32	110	39	9							2		304		272		154		6		168		27						
[限时]雷穹之天地护符	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	白金装备	3	2000	10	0																						36	99	39	9									409		502		527		503		443		528		27						
[限时]雷穹之风雷青锦带	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	白金装备	1	2000	10	0	30	140	140	31	80	80																36	90	32	110	39	9							418		309		274		424		6		417		27						
[限时]雷穹之灵玉蕴雷腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	白金装备	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							616		88		718		339		350		275		27						
[限时]雷穹之九天引雷戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	白金装备	0	2000	10	0																						36	80	39	9									129		130										27						
[限时]雾幻之北冥道冠	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	白金装备	0	2000	10	0	30	315	315	31	85	85																36	95	32	110	39	9							463		529		530		525		493		531		28						
[限时]雾幻之太渊真武链	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	白金装备	0	99999	10	0	31	60	60																			36	120	39	9									2		313		718		107		276		420		28						
[限时]雾幻之束心指环	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	白金装备	3	2000	10	0																						36	80	39	9									129		130										28						
[限时]雾幻之清影玄玉佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	白金装备	1	2000	10	0																						36	90	39	9									418		309		353		307		6		417		28						
[限时]雾幻之松风雪影靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	白金装备	2	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	9							4		104		276		354						28						
[限时]洞察之白金雕龙戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	3	2000	10	0	31	60	60																			36	85											53		6		301		2		11		100		30						
[限时]洞察之白玉乾坤佩	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	白金装备	4	2000	10	0	31	60	60																			36	80											477		478		479		480		481		482		30						
[限时]洞察之白金锈凤戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	0	2000	10	0	31	60	60																			36	85											479		483		477		480		484		482		30						
[限时]洞察之翡翠玉项圈	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	白金装备	2	2000	10	0	31	60	60																			36	85											477		478		479		485		484		482		30						
[限时]大马虎之摘星环	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	白金装备	3	2000	10	0	30	250	250	31	30	30																36	60	32	165	33	65							398		378		399		400		401		402		39						
[限时]大马虎之唐猊甲	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	22	2	3	白金装备	2	2000	10	0	30	630	630	31	93	93																36	60	32	260									403		388		404		405		406				39						
[限时]大马虎之绿翡翠护身符	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	白金装备	2	2000	10	0																						36	60											373		374		375		376						39						
[限时]大马虎之北京之梦	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	白金装备	3	2000	10	0																						36	60											129		130										39						
[限时]大马虎之白金腰带	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	白金装备	2	2000	10	0	30	140	140	31	15	15																36	60	32	164									407		388		399		405		408		413		39						
[限时]大马虎之天蚕护腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	白金装备	3	2000	10	0	30	111	111	31	20	20																36	60	32	100									409		378		399		400		410				39						
[限时]大马虎之五色玉佩	0	9	1	\spr\item\equip\waist\obj-waist15.spr	36	1	2	白金装备	3	2000	5	0																						36	27											384		385		386								39						
[限时]大马虎之天蚕靴	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	白金装备	2	2000	10	0	30	140	140	31	20	20																36	62	32	164									411		388		404		405		412				39						
[限时]大马虎之雅典之魂	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	白金装备	2	2000	10	0																						36	60											129		130										39						
[限时]大马虎之奔雷钻龙枪	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	白金装备	2	2000	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	99	32	165	33	165	39	1					392		393		394		395		396		397		39						
[限时]鸿影之沈园晚醉	0	4	1	\spr\item\equip\nick\obj-neck09.spr	26	2	1	宋代大贾沈氏的传家之宝，以沈家世代居住的庄园为名，其光灼然不可逼视。	1	2000	10	0																						36	0											486		487										40						
[限时]鸿影之剑挂西方	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	宋高宗十三道金牌令箭招杀岳飞于风波亭。一位逃出来的副将带着这枚戒指亡命江湖。	2	2000	10	0																						36	0											488		487		478								40						
[限时]鸿影之苜蓿相忘	0	3	0	\spr\item\equip\ring\obj-ring02.spr	37	1	1	朋友们相携在春天去登高处，采摘苜蓿纷赠对方。如今山河残破，旧日的香气也已经忘却。	4	2000	10	0																						36	0											488		487		478								40						
[限时]鸿影之红袖招	0	9	1	\spr\item\equip\waist\obj-waist09.spr	36	1	2	诗人有云：“当年少年衫薄，骑马倚斜桥，满楼红袖招。”这是匠人为消逝的青春年代所造的怀念之物吧	3	2000	10	0																						36	0											488		487		478								40						
[限时]世足金戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	白金装备	2	2000	10	0																						36	0											489												43						
[限时]世足银戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	白金装备	2	2000	8	0																						36	0											489												43						
[限时]定国之青纱长衫	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	白金装备	0	2000	8	0	30	630	630	31	80	80																36	85											371		532										33						
[限时]定国之钨砂发冠	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	白金装备	2	2000	9	0	30	260	260	31	70	70																36	75											533		370										33						
[限时]定国之赤绢软靴	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	白金装备	1	2000	8	0	30	140	140	31	70	70																36	80											506		532										33						
[限时]定国之紫藤护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	白金装备	3	2000	8	0	30	111	111	31	60	60																36	75											533		534										33						
[限时]定国之银蚕腰带	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	白金装备	4	2000	8	0	30	140	140	31	60	60																36	75											533		535										33						
[限时]安邦之冰晶石项链	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	白金装备	4	2000	10	0																						36	85											373												34						
[限时]安邦之菊花石指环	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	白金装备	2	2000	8	0																						36	80											536		537										34						
[限时]安邦之田黄石玉佩	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	白金装备	1	2000	8	0																						36	75											536		538										34						
[限时]安邦之鸡血石戒指	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	3	2000	8	0																						36	80											536		539										34						
[联赛]定国之青纱长衫	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	0	99999	8	0	30	630	630	31	80	80																36	85											371		532										33						
[联赛]定国之钨砂发冠	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	2	99999	9	0	30	260	260	31	70	70																36	75											533		370										33						
[联赛]定国之赤绢软靴	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	1	99999	8	0	30	140	140	31	70	70																36	80											506		532										33						
[联赛]定国之紫藤护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	3	99999	8	0	30	111	111	31	60	60																36	75											533		534										33						
[联赛]定国之银蚕腰带	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	4	99999	8	0	30	140	140	31	60	60																36	75											533		535										33						
[联赛]安邦之冰晶石项链	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	4	99999	10	0																						36	85											373												34						
[联赛]安邦之菊花石指环	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	2	99999	8	0																						36	80											536		537										34						
[联赛]安邦之田黄石玉佩	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	1	99999	8	0																						36	75											536		538										34						
[联赛]安邦之鸡血石戒指	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	3	99999	8	0																						36	80											536		539										34						
[仿制的]定国之青纱长衫	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	白金装备	0	99999	8	0	30	630	630	31	80	80																36	85											544		543										33						
[仿制的]定国之钨砂发冠	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	白金装备	2	99999	9	0	30	260	260	31	70	70																36	75											545		546										33						
[仿制的]定国之赤绢软靴	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	白金装备	1	99999	8	0	30	140	140	31	70	70																36	80											547		543										33						
[仿制的]定国之紫藤护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	白金装备	3	99999	8	0	30	111	111	31	60	60																36	75											545		548										33						
[仿制的]定国之银蚕腰带	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	白金装备	4	99999	8	0	30	140	140	31	60	60																36	75											545		549										33						
[极品的]定国之青纱长衫	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	白金装备	0	99999	8	0	30	630	630	31	80	80																36	85											555		556										33						
[极品的]定国之钨砂发冠	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	白金装备	2	99999	9	0	30	260	260	31	70	70																36	75											557		558										33						
[极品的]定国之赤绢软靴	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	白金装备	1	99999	8	0	30	140	140	31	70	70																36	80											555		559										33						
[极品的]定国之紫藤护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	白金装备	3	99999	8	0	30	111	111	31	60	60																36	75											557		560										33						
[极品的]定国之银蚕腰带	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	白金装备	4	99999	8	0	30	140	140	31	60	60																36	75											555		561										33						
[极品的]安邦之冰晶石项链	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	白金装备	4	99999	10	0																						36	85											562												34						
[极品的]安邦之菊花石指环	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	白金装备	2	99999	8	0																						36	80											563		564										34						
[极品的]安邦之田黄石玉佩	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	白金装备	1	99999	8	0																						36	75											563		565										34						
[极品的]安邦之鸡血石戒指	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	3	99999	8	0																						36	80											563		566										34						
[极品的]侠骨之铁血衫	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	白金装备	2	99999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	0			544		543										37						
[极品的]侠骨之多情环	0	4	1	\spr\item\equip\nick\obj-neck14.spr	36	2	1	白金装备	2	99999	5	0																						36	35	38	0									563		567		555								37						
[极品的]侠骨之丹心戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	0	99999	5	0																						36	45	38	0									568												37						
[极品的]侠骨之情意结	0	9	1	\spr\item\equip\waist\obj-waist13.spr	36	1	2	白金装备	4	99999	5	0																						36	50	38	0									569		564		570								37						
[极品的]柔情之巾帼霓裳	0	2	11	\spr\item\equip\armor\obj-fm-cloth14-3.spr	25	2	3	白金装备	0	99999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	1			555		571		130								38						
[极品的]柔情之淑女项链	0	4	0	\spr\item\equip\nick\obj-neck07.spr	36	2	1	白金装备	0	99999	5	0																						36	35	38	1									563		572										38						
[极品的]柔情之凤仪戒指	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	白金装备	4	99999	5	0																						36	45	38	1									573												38						
[极品的]柔情之慧心玉佩	0	9	0	\spr\item\equip\waist\obj-waist16.spr	36	1	2	白金装备	3	99999	5	0																						36	50	38	1									557		574										38						
[精致的]洞察之白金雕龙戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	3	99999	10	0	31	60	60																			36	85											575		563		576		578		579		580		30						
[精致的]洞察之白玉乾坤佩	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	白金装备	4	99999	10	0	31	60	60																			36	80											577		581		583		578		582		580		30						
[精致的]洞察之白金锈凤戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	0	99999	10	0	31	60	60																			36	85											575		563		576		578		579		580		30						
[精致的]洞察之翡翠玉项圈	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	白金装备	2	99999	10	0	31	60	60																			36	85											576		581		575		555		579		580		30						
[完美的]极品安邦之冰晶石项链	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	白金装备	4	99999	10	0																						36	85											562		636										34						
[完美的]极品安邦之菊花石指环	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	白金装备	2	99999	8	0																						36	80											563		564		451								34						
[完美的]极品安邦之田黄石玉佩	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	白金装备	1	99999	8	0																						36	75											563		565		570								34						
[完美的]极品安邦之鸡血石戒指	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	3	99999	8	0																						36	80											563		566		451								34						
零捌圆梦之戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=yellow>蕴含强大神秘力量的戒指！<color>	0	99999	10	0																						36	60											129		131										44						
[限时]世足钻戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	白金装备	2	2000	10	0																						36	0											489												43						
[仿制的]鸿影之沈园晚醉	0	4	1	\spr\item\equip\nick\obj-neck09.spr	26	2	1	宋代大贾沈氏的传家之宝，以沈家世代居住的庄园为名，其光灼然不可逼视。	1	99999	10	0																						36	0											671												40						
[仿制的]鸿影之剑挂西方	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	宋高宗十三道金牌令箭招杀岳飞于风波亭。一位逃出来的副将带着这枚戒指亡命江湖。	2	99999	10	0																						36	0											671												40						
[仿制的]鸿影之苜蓿相忘	0	3	0	\spr\item\equip\ring\obj-ring02.spr	37	1	1	朋友们相携在春天去登高处，采摘苜蓿纷赠对方。如今山河残破，旧日的香气也已经忘却。	4	99999	10	0																						36	0											671												40						
[仿制的]鸿影之红袖招	0	9	1	\spr\item\equip\waist\obj-waist09.spr	36	1	2	诗人有云：“当年少年衫薄，骑马倚斜桥，满楼红袖招。”这是匠人为消逝的青春年代所造的怀念之物吧	3	99999	10	0																						36	0											671												40						
[完美的]鸿影之沈园晚醉	0	4	1	\spr\item\equip\nick\obj-neck09.spr	26	2	1	宋代大贾沈氏的传家之宝，以沈家世代居住的庄园为名，其光灼然不可逼视。	1	99999	10	0																						36	0	46	1									415		414		672								40						
[完美的]鸿影之剑挂西方	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	宋高宗十三道金牌令箭招杀岳飞于风波亭。一位逃出来的副将带着这枚戒指亡命江湖。	2	99999	10	0																						36	0	46	1									314		414		6		672						40						
[完美的]鸿影之苜蓿相忘	0	3	0	\spr\item\equip\ring\obj-ring02.spr	37	1	1	朋友们相携在春天去登高处，采摘苜蓿纷赠对方。如今山河残破，旧日的香气也已经忘却。	4	99999	10	0																						36	0	46	1									314		414		6		672						40						
[完美的]鸿影之红袖招	0	9	1	\spr\item\equip\waist\obj-waist09.spr	36	1	2	诗人有云：“当年少年衫薄，骑马倚斜桥，满楼红袖招。”这是匠人为消逝的青春年代所造的怀念之物吧	3	99999	10	0																						36	0	46	1									314		414		6		672						40						
执子之手	0	3	0	\spr\item\equip\ring\obj-ring11.spr	37	1	1	执子之手，与子偕老；死生契阔，与子相悦。<enter>情系七夕，缘定今生。	4	99999	9	0																						36	99	38	0									673		130		674								45						
与子偕老	0	3	0	\spr\item\equip\ring\obj-ring12.spr	37	1	1	执子之手，与子偕老；死生契阔，与子相悦。<enter>情系七夕，缘定今生。	2	99999	9	0																						36	99	38	1									673		130		674								45						
