名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1	魔法属性索引2	魔法属性索引3	魔法属性索引4	魔法属性索引5	魔法属性索引6	所在套装	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2
青驹之斑斓缠手	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	黄金装备，青驹级五毒掌法套装第七件	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										39	3	36	50									1054	890	1093	1193	1330	1290	93	34	7		
青驹之斑斓靴	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备，青驹级五毒掌法套装第八件	1	99999	10	0	30	160	160	31	80	80																39	3	36	50									951	870	971	1013	1253	1290	93	34	8		
青驹之斑斓腰坠	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	黄金装备，青驹级五毒掌法套装第九件	3	99999	10	0																						39	3	36	50									950	910	970	1213	1330	1290	93	34	9	1494	
青驹之斑斓下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，青驹级五毒掌法套装第十件	4	99999	10	0																						39	3	36	50									950	930	970	1173	1330	1290	93	34	10		
青驹之绿光项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，青驹级五毒刀法套装第一件	0	99999	10	0																						39	3	36	50									950	850	971	1013	993	1290	94	35	1	1496	
青驹之绿光发带	0	7	2	\spr\item\equip\cap\obj-ma-cap07-3.spr	28	2	2	黄金装备，青驹级五毒刀法套装第二件	2	99999	10	0	30	360	360	31	85	85																39	3	36	50									951	890	970	1193	1330	1290	94	35	2		
青驹之绿光上戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备，青驹级五毒刀法套装第三件	1	99999	10	0																						39	3	36	50									950	870	971	1013	1330	1290	94	35	3		
青驹之绿光护腕	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	黄金装备，青驹级五毒刀法套装第四件	3	99999	10	0	30	135	135	31	80	80																39	3	36	50									951	910	970	1213	1330	1290	94	35	4		
青驹之绿光腰带	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	黄金装备，青驹级五毒刀法套装第五件	4	99999	10	0	30	160	160	31	80	80																39	3	36	50									951	930	971	1173	1330	1290	94	35	5	1497	
青驹之绿光秘装	0	2	2	\spr\item\equip\armor\obj-ma-cloth07-3.spr	22	2	3	黄金装备，青驹级五毒刀法套装第六件	0	99999	10	0	30	720	720	31	90	90																39	3	36	50									951	850	971	1013	1233	1290	94	35	6		
青驹之绿光毒刃	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	黄金装备，青驹级五毒刀法套装第七件	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										39	3	36	50									1034	890	1073	1193	1315	1290	94	35	7		
青驹之绿光靴	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备，青驹级五毒刀法套装第八件	1	99999	10	0	30	160	160	31	80	80																39	3	36	50									951	870	971	1013	1253	1290	94	35	8		
青驹之绿光腰坠	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	黄金装备，青驹级五毒刀法套装第九件	3	99999	10	0																						39	3	36	50									950	910	970	1213	1330	1290	94	35	9	1498	
青驹之绿光下戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，青驹级五毒刀法套装第十件	4	99999	10	0																						39	3	36	50									950	930	970	1173	1330	1290	94	35	10		
青驹之秘灵项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，青驹级唐门飞刀套装第一件	4	99999	10	0																						39	2	36	50									950	930	971	1173	993	1290	95	36	1	1500	
青驹之秘灵冠	0	7	3	\spr\item\equip\cap\obj-ma-cap10-3.spr	28	2	2	黄金装备，青驹级唐门飞刀套装第二件	0	99999	10	0	30	360	360	31	85	85																39	2	36	50									951	850	970	1013	1330	1290	95	36	2		
青驹之秘灵上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，青驹级唐门飞刀套装第三件	2	99999	10	0																						39	2	36	50									950	890	971	1193	1330	1290	95	36	3		
青驹之秘灵护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，青驹级唐门飞刀套装第四件	1	99999	10	0	30	135	135	31	80	80																39	2	36	50									951	870	970	1013	1330	1290	95	36	4		
青驹之秘灵束腰	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	黄金装备，青驹级唐门飞刀套装第五件	3	99999	10	0	30	160	160	31	80	80																39	2	36	50									951	910	971	1213	1330	1290	95	36	5	1501	
青驹之秘灵甲	0	2	3	\spr\item\equip\armor\obj-ma-cloth10-3.spr	22	2	3	黄金装备，青驹级唐门飞刀套装第六件	4	99999	10	0	30	720	720	31	90	90																39	2	36	50									951	930	971	1173	1233	1290	95	36	6		
青驹之秘灵飞刀	0	1	1	\spr\item\equip\rangeweapon\obj-adart12.spr	15	1	1	黄金装备，青驹级唐门飞刀套装第七件	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										39	2	36	50									1038	850	1073	1013	1330	1290	95	36	7		
青驹之秘灵履	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	黄金装备，青驹级唐门飞刀套装第八件	2	99999	10	0	30	160	160	31	80	80																39	2	36	50									951	890	971	1193	1253	1290	95	36	8		
青驹之秘灵腰坠	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	黄金装备，青驹级唐门飞刀套装第九件	1	99999	10	0																						39	2	36	50									950	870	970	1013	1330	1290	95	36	9	1502	
青驹之秘灵下戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，青驹级唐门飞刀套装第十件	3	99999	10	0																						39	2	36	50									950	910	970	1213	1330	1290	95	36	10		
青驹之残云项链	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	黄金装备，青驹级唐门弩箭套装第一件	4	99999	10	0																						39	2	36	50									950	930	971	1173	993	1290	96	37	1	1500	
青驹之残云冠	0	7	3	\spr\item\equip\cap\obj-ma-cap10-3.spr	28	2	2	黄金装备，青驹级唐门弩箭套装第二件	0	99999	10	0	30	360	360	31	85	85																39	2	36	50									951	850	970	1013	1330	1290	96	37	2		
青驹之残云上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，青驹级唐门弩箭套装第三件	2	99999	10	0																						39	2	36	50									950	890	971	1193	1330	1290	96	37	3		
青驹之残云护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，青驹级唐门弩箭套装第四件	1	99999	10	0	30	135	135	31	80	80																39	2	36	50									951	870	970	1013	1330	1290	96	37	4		
青驹之残云束腰	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	黄金装备，青驹级唐门弩箭套装第五件	3	99999	10	0	30	160	160	31	80	80																39	2	36	50									951	910	971	1213	1330	1290	96	37	5	1501	
青驹之残云甲	0	2	3	\spr\item\equip\armor\obj-ma-cloth10-3.spr	22	2	3	黄金装备，青驹级唐门弩箭套装第六件	4	99999	10	0	30	720	720	31	90	90																39	2	36	50									951	930	971	1173	1233	1290	96	37	6		
青驹之残云箭	0	1	2	\spr\item\equip\rangeweapon\obj-adart26.spr	17	2	2	黄金装备，青驹级唐门弩箭套装第七件	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										39	2	36	50									1038	850	1073	1013	1330	1290	96	37	7		
青驹之残云履	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	黄金装备，青驹级唐门弩箭套装第八件	2	99999	10	0	30	160	160	31	80	80																39	2	36	50									951	890	971	1193	1253	1290	96	37	8		
青驹之残云腰坠	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	黄金装备，青驹级唐门弩箭套装第九件	1	99999	10	0																						39	2	36	50									950	870	970	1013	1330	1290	96	37	9	1504	
青驹之残云下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，青驹级唐门弩箭套装第十件	3	99999	10	0																						39	2	36	50									950	910	970	1213	1330	1290	96	37	10		
青驹之飞星链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，青驹级唐门飞镖套装第一件	4	99999	10	0																						39	2	36	50									950	930	971	1173	993	1290	97	38	1	1500	
青驹之飞星发冠	0	7	3	\spr\item\equip\cap\obj-ma-cap10-3.spr	28	2	2	黄金装备，青驹级唐门飞镖套装第二件	0	99999	10	0	30	360	360	31	85	85																39	2	36	50									951	850	970	1013	1330	1290	97	38	2		
青驹之飞星上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，青驹级唐门飞镖套装第三件	2	99999	10	0																						39	2	36	50									950	890	971	1193	1330	1290	97	38	3		
青驹之飞星护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，青驹级唐门飞镖套装第四件	1	99999	10	0	30	135	135	31	80	80																39	2	36	50									951	870	970	1013	1330	1290	97	38	4		
青驹之飞星缠腰	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	黄金装备，青驹级唐门飞镖套装第五件	3	99999	10	0	30	160	160	31	80	80																39	2	36	50									951	910	971	1213	1330	1290	97	38	5	1501	
青驹之飞星甲衣	0	2	3	\spr\item\equip\armor\obj-ma-cloth10-3.spr	22	2	3	黄金装备，青驹级唐门飞镖套装第六件	4	99999	10	0	30	720	720	31	90	90																39	2	36	50									951	930	971	1173	1233	1290	97	38	6		
青驹之飞星镖	0	1	0	\spr\item\equip\rangeweapon\obj-adart04.spr	15	1	1	黄金装备，青驹级唐门飞镖套装第七件	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										39	2	36	50									1038	850	1073	1013	1330	1290	97	38	7		
青驹之飞星履	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备，青驹级唐门飞镖套装第八件	2	99999	10	0	30	160	160	31	80	80																39	2	36	50									951	890	971	1193	1253	1290	97	38	8		
青驹之飞星坠	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	黄金装备，青驹级唐门飞镖套装第九件	1	99999	10	0																						39	2	36	50									950	870	970	1013	1330	1290	97	38	9	1506	
青驹之飞星下戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，青驹级唐门飞镖套装第十件	3	99999	10	0																						39	2	36	50									950	910	970	1213	1330	1290	97	38	10		
青驹之长风项链	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	黄金装备，青驹级丐帮掌法套装第一件	1	99999	10	0																						39	6	36	50									950	850	971	1013	993	1290	98	39	1	1508	
青驹之长风头环	0	7	5	\spr\item\equip\cap\obj-ma-cap16-3.spr	28	2	2	黄金装备，青驹级丐帮掌法套装第二件	3	99999	10	0	30	360	360	31	85	85																39	6	36	50									951	890	970	1193	1330	1290	98	39	2		
青驹之长风上戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，青驹级丐帮掌法套装第三件	4	99999	10	0																						39	6	36	50									950	870	971	1013	1330	1290	98	39	3		
青驹之长风护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，青驹级丐帮掌法套装第四件	0	99999	10	0	30	135	135	31	80	80																39	6	36	50									951	910	970	1213	1330	1290	98	39	4		
青驹之长风束腰	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	黄金装备，青驹级丐帮掌法套装第五件	2	99999	10	0	30	160	160	31	80	80																39	6	36	50									951	930	971	1173	1330	1290	98	39	5	1509	
青驹之长风丐衣	0	2	5	\spr\item\equip\armor\obj-ma-cloth16-3.spr	22	2	3	黄金装备，青驹级丐帮掌法套装第六件	1	99999	10	0	30	720	720	31	90	90																39	6	36	50									951	850	971	1013	1233	1290	98	39	6		
青驹之长风缠手	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	黄金装备，青驹级丐帮掌法套装第七件	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										39	6	36	50									1056	890	1133	1193	1330	1290	98	39	7		
青驹之长风靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，青驹级丐帮掌法套装第八件	4	99999	10	0	30	160	160	31	80	80																39	6	36	50									951	870	971	1013	1253	1290	98	39	8	1510	
青驹之长风腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，青驹级丐帮掌法套装第九件	0	99999	10	0																						39	6	36	50									950	910	970	1213	1330	1290	98	39	9		
青驹之长风下戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，青驹级丐帮掌法套装第十件	2	99999	10	0																						39	6	36	50									950	930	970	1173	1330	1290	98	39	10		
青驹之莲花项链	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	黄金装备，青驹级丐帮棍法套装第一件	0	99999	10	0																						39	6	36	50									950	850	971	1013	993	1290	99	40	1	1512	
青驹之莲花头环	0	7	5	\spr\item\equip\cap\obj-ma-cap16-3.spr	28	2	2	黄金装备，青驹级丐帮棍法套装第二件	2	99999	10	0	30	360	360	31	85	85																39	6	36	50									951	890	970	1193	1330	1290	99	40	2		
青驹之莲花上戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备，青驹级丐帮棍法套装第三件	1	99999	10	0																						39	6	36	50									950	870	971	1013	1330	1290	99	40	3		
青驹之莲花护腕	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	黄金装备，青驹级丐帮棍法套装第四件	3	99999	10	0	30	135	135	31	80	80																39	6	36	50									951	910	970	1213	1330	1290	99	40	4	1513	
青驹之莲花束腰	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	黄金装备，青驹级丐帮棍法套装第五件	4	99999	10	0	30	160	160	31	80	80																39	6	36	50									951	930	971	1173	1330	1290	99	40	5		
青驹之莲花丐衣	0	2	5	\spr\item\equip\armor\obj-ma-cloth16-3.spr	22	2	3	黄金装备，青驹级丐帮棍法套装第六件	0	99999	10	0	30	720	720	31	90	90																39	6	36	50									951	850	971	1013	1233	1290	99	40	6		
青驹之莲花杖	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	黄金装备，青驹级丐帮棍法套装第七件	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										39	6	36	50									1036	890	1073	1193	1315	1290	99	40	7		
青驹之莲花靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，青驹级丐帮棍法套装第八件	1	99999	10	0	30	160	160	31	80	80																39	6	36	50									951	870	971	1013	1253	1290	99	40	8		
青驹之莲花腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，青驹级丐帮棍法套装第九件	3	99999	10	0																						39	6	36	50									950	910	970	1213	1330	1290	99	40	9	1514	
青驹之莲花下戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，青驹级丐帮棍法套装第十件	4	99999	10	0																						39	6	36	50									950	930	970	1173	1330	1290	99	40	10		
青驹之厉音项圈	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，青驹级天忍矛法套装第一件	0	99999	10	0																						39	7	36	50									950	850	971	1013	993	1290	100	41	1	1516	
青驹之厉音盔	0	7	2	\spr\item\equip\cap\obj-ma-cap07-3.spr	28	2	2	黄金装备，青驹级天忍矛法套装第二件	2	99999	10	0	30	360	360	31	85	85																39	7	36	50									951	890	970	1193	1330	1290	100	41	2		
青驹之厉音上戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，青驹级天忍矛法套装第三件	1	99999	10	0																						39	7	36	50									950	870	971	1013	1330	1290	100	41	3		
青驹之厉音护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	黄金装备，青驹级天忍矛法套装第四件	3	99999	10	0	30	135	135	31	80	80																39	7	36	50									951	910	970	1213	1330	1290	100	41	4	1517	
青驹之厉音腰带	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	黄金装备，青驹级天忍矛法套装第五件	4	99999	10	0	30	160	160	31	80	80																39	7	36	50									951	930	971	1173	1330	1290	100	41	5		
青驹之厉音甲衣	0	2	2	\spr\item\equip\armor\obj-ma-cloth07-3.spr	22	2	3	黄金装备，青驹级天忍矛法套装第六件	0	99999	10	0	30	720	720	31	90	90																39	7	36	50									951	850	971	1013	1233	1290	100	41	6		
青驹之厉音枪	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	黄金装备，青驹级天忍矛法套装第七件	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										39	7	36	50									1037	890	1073	1193	1315	1290	100	41	7		
青驹之厉音靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，青驹级天忍矛法套装第八件	1	99999	10	0	30	160	160	31	80	80																39	7	36	50									951	870	971	1013	1253	1290	100	41	8		
青驹之厉音佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，青驹级天忍矛法套装第九件	3	99999	10	0																						39	7	36	50									950	910	970	1213	1330	1290	100	41	9	1518	
青驹之厉音下戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，青驹级天忍矛法套装第十件	4	99999	10	0																						39	7	36	50									950	930	970	1173	1330	1290	100	41	10		
青驹之业火项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，青驹级天忍刀法套装第一件	1	99999	10	0																						39	7	36	50									950	850	971	1013	993	1290	101	42	1	1520	
青驹之业火冠冕	0	7	2	\spr\item\equip\cap\obj-ma-cap07-3.spr	28	2	2	黄金装备，青驹级天忍刀法套装第二件	3	99999	10	0	30	360	360	31	85	85																39	7	36	50									951	890	970	1193	1330	1290	101	42	2		
青驹之业火上戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，青驹级天忍刀法套装第三件	4	99999	10	0																						39	7	36	50									950	870	971	1013	1330	1290	101	42	3		
青驹之业火护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	黄金装备，青驹级天忍刀法套装第四件	0	99999	10	0	30	135	135	31	80	80																39	7	36	50									951	910	970	1213	1330	1290	101	42	4	1521	
青驹之业火腰带	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	黄金装备，青驹级天忍刀法套装第五件	2	99999	10	0	30	160	160	31	80	80																39	7	36	50									951	930	971	1173	1330	1290	101	42	5		
青驹之业火甲衣	0	2	2	\spr\item\equip\armor\obj-ma-cloth07-3.spr	22	2	3	黄金装备，青驹级天忍刀法套装第六件	1	99999	10	0	30	720	720	31	90	90																39	7	36	50									951	850	971	1013	1233	1290	101	42	6		
青驹之业火刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	黄金装备，青驹级天忍刀法套装第七件	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										39	7	36	50									1055	890	1133	1193	1330	1290	101	42	7		
青驹之业火靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，青驹级天忍刀法套装第八件	4	99999	10	0	30	160	160	31	80	80																39	7	36	50									951	870	971	1013	1253	1290	101	42	8		
青驹之业火佩	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	黄金装备，青驹级天忍刀法套装第九件	0	99999	10	0																						39	7	36	50									950	910	970	1213	1330	1290	101	42	9	1522	
青驹之业火下戒	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	黄金装备，青驹级天忍刀法套装第十件	2	99999	10	0																						39	7	36	50									950	930	970	1173	1330	1290	101	42	10		
