Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2
[§Þnh thêi] §Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ B¹ch Kim	4	2000	10	0	30	315	315	31	85	85																36	85	32	110	39	2							4		341		8		307						18						
[§Þnh thêi] §Þa Ph¸ch H¾c DiÖm Xung Thiªn Liªn	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ B¹ch Kim	3	2000	10	0																						36	95	39	2									495		511		512		502		467		503		18						
[§Þnh thêi] §Þa Ph¸ch TÞch LÞch L«i Háa Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	1	2000	10	0																						36	80	39	2									129		130										18						
[§Þnh thêi] §Þa Ph¸ch KhÊu T©m Träc	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ B¹ch Kim	2	2000	10	0	30	111	111	31	80	80																36	99	32	90	39	2							418		309		223		307		6		423		18						
[H¹n chÕ thêi gian] §Þa Ph¸ch Phong Hµn Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Trang bÞ B¹ch Kim	0	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	2							616		312		718		420		163		16		18						
[H¹n chÕ thêi gian] §ång Cõu Ngù Long Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	0	99999	10	0	31	60	60																			36	120	39	6									2		307		718		420		342		237		19						
[§Þnh thêi] §ång Cøu Gi¸ng Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Trang bÞ B¹ch Kim	4	2000	10	0	30	500	500	31	80	80																36	90	32	110	39	6							495		492		513		514		505		515		19						
[§Þnh thêi] §ång Cõu TiÒm Long Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	Trang bÞ B¹ch Kim	2	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	6							2		312		239		309		6		420		19						
[§Þnh thêi] §ång Cõu Kh¸ng Long Hé Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ B¹ch Kim	0	2000	10	0	30	111	111	31	80	80																36	99	32	90	39	6							2		304		240		151		8		164		19						
[§Þnh thêi] §ång Cõu KiÕn Long Ban ChØ	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	4	2000	10	0																						36	80	39	6									129		130										19						
[§Þnh thêi] §Þch Kh¸i Lôc Ngäc Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	Trang bÞ B¹ch Kim	2	2000	10	0	28	69	69	29	128	128	167	-10	-10	31	99	99										36	99	32	180	39	6							455		456		449		458		446		472		20						
[§Þnh thêi] §Þch Kh¸i Cöu §¸i C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Trang bÞ B¹ch Kim	0	99999	10	0	30	500	500	31	80	80																36	120	32	110	39	6							616		306		718		313		242		289		20						
[§Þnh thêi] §Þch Kh¸i Phôc M·ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Trang bÞ B¹ch Kim	4	2000	10	0	30	160	160	31	80	80																36	95	32	135	39	6							2		309		243		312		6		343		20						
[§Þnh thêi] §Þch Kh¸i CÈu TÝch B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ B¹ch Kim	3	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	6							4		343		244		312						20						
[§Þnh thêi] §Þch Kh¸i Th¶o Gian Th¹ch Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	1	2000	10	0																						36	80	39	6									129		130										20						
[§Þnh thêi] Ma S¸t Quû Cèc U Minh Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Trang bÞ B¹ch Kim	2	2000	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	99	32	165	33	165	39	7					455		456		460		458		446		473		21						
[§Þnh thêi] Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	Trang bÞ B¹ch Kim	0	2000	10	0	30	720	720	31	90	90																36	90	32	210	39	7							4		306		245		317						21						
[§Þnh thêi] Ma S¸t XÝch Ký Táa Yªu KhÊu	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ B¹ch Kim	4	2000	10	0	30	160	160	31	80	80																36	85	32	135	39	7							418		309		417		312		6		344		21						
[H¹n chÕ thêi gian] Ma S¸t Cö Háa Liªu Thiªn Hoµn	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ B¹ch Kim	2	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							719		311		718		420		246		248		21						
[§Þnh thêi] Ma S¸t V©n Long Thæ Ch©u Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	1	2000	10	0																						36	80	39	7									129		130										21						
[§Þnh thêi] Ma Hoµng Kim Gi¸p Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ B¹ch Kim	0	2000	10	0	30	315	315	31	85	85																36	90	32	110	39	7							409		516		517		518		493		519		22						
[§Þnh thêi] Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ B¹ch Kim	4	2000	10	0	31	60	60																			36	95	39	7									1		60		62		95		87		107		22						
[§Þnh thêi] Ma Hoµng Khª Cèc Thóc Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	32	2	1	Trang bÞ B¹ch Kim	3	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	7							2		309		254		312		6		420		22						
[§Þnh thêi] Ma Hoµng HuyÕt Y Thó Träc	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ B¹ch Kim	1	2000	10	0	30	111	111	31	80	80																36	80	32	90	39	7							129		130										22						
[H¹n chÕ thêi gian] Ma Hoµng Dung Kim §o¹n NhËt Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ B¹ch Kim	4	99999	10	0	31	80	80																			36	120	39	7									2		312		718		420		255		256		22						
[§Þnh thêi] Ma ThÞ LiÖt Háa Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ B¹ch Kim	3	2000	10	0	30	315	315	31	85	85																36	85	32	110	39	7							2		345		250		150		6		165		23						
[H¹n chÕ thêi gian] Ma ThÞ LÖ Ma PhÖ T©m §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ B¹ch Kim	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2		313		718		420		150		115		23						
[§Þnh thêi] Ma ThÞ NghiÖp Háa U Minh Giíi	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	Trang bÞ B¹ch Kim	2	2000	10	0																						36	80	39	7									129		130										23						
[§Þnh thêi] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	Trang bÞ B¹ch Kim	0	2000	10	0																						36	90	39	7									2		309		252		311		6		420		23						
[§Þnh thêi] Ma Hoµng S¬n H¶i Phi Hång L÷	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ B¹ch Kim	4	2000	10	0	30	140	140	31	80	80																36	99	32	110	39	7							409		520		521		518		493		522		23						
[§Þnh thêi] L¨ng Nh¹c Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword22.spr	9	1	3	Trang bÞ B¹ch Kim	4	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	90	32	80	39	8							2		152		6		311		423		167		24						
[H¹n chÕ thêi gian] L¨ng Nh¹c V« Ng· Thóc §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ B¹ch Kim	1	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							2		88		718		420		263		722		24						
L¨ng Nh¹c Né L«i Giíi (kú h¹n)	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	1	2000	10	0																						36	85	39	8									2		309		265		313		6		417		24						
[§Þnh thêi] L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ B¹ch Kim	2	2000	10	0																						36	99	39	8									409		523		524		525		467		526		24						
[§Þnh thêi] L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ B¹ch Kim	0	2000	10	0																						36	80	39	8									129		130										24						
[§Þnh thêi] CËp Phong Ch©n Vâ KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Trang bÞ B¹ch Kim	2	2000	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	99	32	135	39	8							455		456		460		458		446		474		25						
[§Þnh thêi] CËp Phong Tam Thanh Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ B¹ch Kim	0	2000	10	0	31	60	60																			36	95	39	8									2		84		62		95		89		107		25						
[§Þnh thêi] CËp Phong HuyÒn Ty Tam §o¹n CÈm	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Trang bÞ B¹ch Kim	4	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	8							2		309		259		307		421		425		25						
[H¹n chÕ thêi gian] CËp Phong Thóy Ngäc HuyÒn Hoµng UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	Trang bÞ B¹ch Kim	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							2		313		718		420		348		287		25						
[§Þnh thêi] CËp Phong Thanh Tïng Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	1	2000	10	0																						36	80	39	8									129		130										25						
[§Þnh thêi] S¬n Tinh Thiªn Niªn Hµn ThiÕt	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Trang bÞ B¹ch Kim	2	2000	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	99	32	135	39	9							449		456		475		458		446		476		26						
[H¹n chÕ thêi gian] S­¬ng Tinh L­u Tinh C¶n NguyÖt KhÊu	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Trang bÞ B¹ch Kim	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							719		320		718		420		267		279		26						
[§Þnh thêi] S­¬ng Tinh Thanh Phong L÷ §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ B¹ch Kim	4	2000	10	0	30	160	160	31	80	80																36	85	32	135	39	9							418		309		269		307		6		417		26						
[§Þnh thêi] S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ B¹ch Kim	3	2000	10	0	30	140	140	31	80	80																36	90	32	110	39	9							4		349		270		313		6		268		26						
[§Þnh thêi] S­¬ng Tinh Phong B¹o ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	1	2000	10	0																						36	80	39	9									129		130										26						
[§Þnh thêi] L«i Khung Hµn Tïng B¨ng B¸ch Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ B¹ch Kim	4	2000	10	0	30	315	315	31	85	85																36	95	32	110	39	9							2		304		272		154		6		168		27						
[§Þnh thêi] L«i Khung Thiªn §Þa Hé Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ B¹ch Kim	3	2000	10	0																						36	99	39	9									409		502		527		503		443		528		27						
[§Þnh thêi] L«i Khung Phong TuyÕt Thanh CÈm §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Trang bÞ B¹ch Kim	1	2000	10	0	30	140	140	31	80	80																36	90	32	110	39	9							418		309		274		424		6		417		27						
[H¹n chÕ thêi gian] L«i Khung Linh Ngäc Èn L«i UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ B¹ch Kim	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							616		88		718		339		350		275		27						
[§Þnh thêi] L«i Khung Cöu Thiªn DÉn L«i Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	0	2000	10	0																						36	80	39	9									129		130										27						
[§Þnh thêi] Vô Ho¸n B¾c Minh §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ B¹ch Kim	0	2000	10	0	30	315	315	31	85	85																36	95	32	110	39	9							463		529		530		525		493		531		28						
[H¹n chÕ thêi gian] Vô Hoan Th¸i Uyªn Ch©n Vò Liªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	Trang bÞ B¹ch Kim	0	99999	10	0	31	60	60																			36	120	39	9									2		313		718		107		276		420		28						
[§Þnh thêi] Vô Hoan Thóc T©m ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	Trang bÞ B¹ch Kim	3	2000	10	0																						36	80	39	9									129		130										28						
[§Þnh thêi] Vô Hoan Thanh ¶nh HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	1	2000	10	0																						36	90	39	9									418		309		353		307		6		417		28						
[§Þnh thêi] Vô Hoan Tïng Phong TuyÕt ¶nh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ B¹ch Kim	2	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	9							4		104		276		354						28						
[§Þnh thêi] §éng S¸t B¹ch Kim §iªu Long Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	3	2000	10	0	31	60	60																			36	85											53		6		301		2		11		100		30						
[§Þnh thêi] §éng S¸t B¹ch Ngäc Cµn Kh«n Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ B¹ch Kim	4	2000	10	0	31	60	60																			36	80											477		478		479		480		481		482		30						
[§Þnh thêi] §éng S¸t B¹ch Kim Tó Phông Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	0	2000	10	0	31	60	60																			36	85											479		483		477		480		484		482		30						
[§Þnh thêi] §éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ B¹ch Kim	2	2000	10	0	31	60	60																			36	85											477		478		479		485		484		482		30						
[§Þnh thêi] §¹i M· Hæ TrÝch Tinh Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ B¹ch Kim	3	2000	10	0	30	250	250	31	30	30																36	60	32	165	33	65							398		378		399		400		401		402		39						
[§Þnh thêi] §¹i M· Hæ §­êng Nghª Gi¸p	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	22	2	3	Trang bÞ B¹ch Kim	2	2000	10	0	30	630	630	31	93	93																36	60	32	260									403		388		404		405		406				39						
[§Þnh thêi] §¹i M· Hæ Lôc PhØ Thóy Hé Th©n Phï	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	Trang bÞ B¹ch Kim	2	2000	10	0																						36	60											373		374		375		376						39						
[§Þnh thêi] §¹i M· Hæ B¾c Kinh Chi Méng	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ B¹ch Kim	3	2000	10	0																						36	60											129		130										39						
[§Þnh thêi] §¹i M· Hæ B¹ch Kim Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ B¹ch Kim	2	2000	10	0	30	140	140	31	15	15																36	60	32	164									407		388		399		405		408		413		39						
[§Þnh thêi] §¹i M· Hæ Thiªn Tµm Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ B¹ch Kim	3	2000	10	0	30	111	111	31	20	20																36	60	32	100									409		378		399		400		410				39						
[§Þnh thêi] §¹i M· Hæ Ngò S¾c Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist15.spr	36	1	2	Trang bÞ B¹ch Kim	3	2000	5	0																						36	27											384		385		386								39						
[§Þnh thêi] §¹i M· Hæ Thiªn Tµm Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ B¹ch Kim	2	2000	10	0	30	140	140	31	20	20																36	62	32	164									411		388		404		405		412				39						
[§Þnh thêi] §¹i M· Hæ Nh· §iÓn Chi Hån	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	2	2000	10	0																						36	60											129		130										39						
[§Þnh thêi] §¹i M· Hæ B«n L«i Toµn Long Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Trang bÞ B¹ch Kim	2	2000	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	99	32	165	33	165	39	1					392		393		394		395		396		397		39						
[§Þnh thêi] Hång ¶nh TrÇm Viªn V·n Tóy	0	4	1	\spr\item\equip\nick\obj-neck09.spr	26	2	1	B¶o vËt næi tiÕng thêi Tèng	1	2000	10	0																						36	0											486		487										40						
[§Þnh thêi] Hång ¶nh KiÕm Qua T©y Ph­¬ng	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	1 trong 13 miÕng lÖnh bµi mËt s¸t Nh¹c Phi ngµy tr­íc	2	2000	10	0																						36	0											488		487		478								40						
[§Þnh thêi] Hång ¶nh Môc Tóc T­¬ng Vong	0	3	0	\spr\item\equip\ring\obj-ring02.spr	37	1	1	VËt phÈm nhiÖm vô, bªn trong Èn chøa nhiÒu bÝ mËt	4	2000	10	0																						36	0											488		487		478								40						
[§Þnh thêi] Hång ¶nh Hång Tô Chiªu	0	9	1	\spr\item\equip\waist\obj-waist09.spr	36	1	2	Mét vËt phÈm ®­îc chÕ t¹o theo vµo nh÷ng truyÒn thuyÕt thÇn bÝ	3	2000	10	0																						36	0											488		487		478								40						
[§Þnh thêi] ThÕ Tóc Kim Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	2	2000	10	0																						36	0											489												43						
[§Þnh thêi] ThÕ Tóc Ng©n Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	2	2000	8	0																						36	0											489												43						
[§Þnh thêi] §Þnh Quèc Thanh Sa Tr­êng Sam	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ B¹ch Kim	0	2000	8	0	30	630	630	31	80	80																36	85											371		532										33						
[§Þnh thêi] §Þnh Quèc Thanh Sa Ph¸t Qu¸n	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ B¹ch Kim	2	2000	9	0	30	260	260	31	70	70																36	75											533		370										33						
[§Þnh thêi] §Þnh Quèc XÝch Quyªn NhuyÔn Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ B¹ch Kim	1	2000	8	0	30	140	140	31	70	70																36	80											506		532										33						
[§Þnh thêi] §Þnh Quèc Tö §»ng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ B¹ch Kim	3	2000	8	0	30	111	111	31	60	60																36	75											533		534										33						
[§Þnh thêi] §Þnh Quèc Ng©n Tµm Yªu §¸i	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ B¹ch Kim	4	2000	8	0	30	140	140	31	60	60																36	75											533		535										33						
[§Þnh thêi] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ B¹ch Kim	4	2000	10	0																						36	85											373												34						
[§Þnh thêi] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	2	2000	8	0																						36	80											536		537										34						
[§Þnh thêi] An Bang §iÒn Hoµng Th¹ch Ngäc Béi	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	1	2000	8	0																						36	75											536		538										34						
[§Þnh thêi] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	3	2000	8	0																						36	80											536		539										34						
[Liªn ®Êu] §Þnh Quèc Thanh sa Tr­êng sam	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	0	99999	8	0	30	630	630	31	80	80																36	85											371		532										33						
[Liªn ®Êu] §Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	2	99999	9	0	30	260	260	31	70	70																36	75											533		370										33						
[Liªn ®Êu] §Þnh Quèc XÝch Quyªn NhuyÔn Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	1	99999	8	0	30	140	140	31	70	70																36	80											506		532										33						
[Liªn ®Êu] §Þnh Quèc Tö §»ng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	3	99999	8	0	30	111	111	31	60	60																36	75											533		534										33						
[Liªn ®Êu] §Þnh Quèc Ng©n Tµm Yªu §¸i	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	4	99999	8	0	30	140	140	31	60	60																36	75											533		535										33						
[Liªn ®Êu] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	4	99999	10	0																						36	85											373												34						
[Liªn ®Êu] An Bang Cóc hoa Th¹ch chØ hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	2	99999	8	0																						36	80											536		537										34						
[Liªn ®Êu] An Bang §iÒn Hoµng th¹ch ngäc béi	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	1	99999	8	0																						36	75											536		538										34						
[Liªn ®Êu] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	3	99999	8	0																						36	80											536		539										34						
§Þnh Quèc Thanh sa Tr­êng sam	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ B¹ch Kim	0	99999	8	0	30	630	630	31	80	80																36	85											544		543										33						
